0,1,Cuentas de vueltas,Muestreo (s),Velocidad medida (m/s),Voltaje PAU (V),Voltaje celda #1 (V),Voltaje celda #2 (V),Voltaje de excitación (V)
Fecha,22_06_2022,,,,,,,
Hora de inicio,11_45_39,,,,,,,
Hora de finalización,11_46_17,,,,,,,
Voltage de salida analoga,0,,,,,,,
"ObservacionesEscriba sus observaciones antes de presionar ""Terminar"" o borre este campo si no tiene...",,,,,,,,
,,0.0,0.3663296699523926,0.0,-0.44179854793982415,0.00031704933893431884,-7.97930635769028e-05,-0.0001843487785560893
,,0.0,0.40781259536743164,0.0,-0.44024384082523843,0.00031469114952377625,-8.097530253472137e-05,0.0009023049018221107
,,0.0,0.5540943145751953,0.0,-0.44236734322564664,0.00031175441764451383,-8.337751148092769e-05,1.3739131929526582e-05
,,0.0,0.725074291229248,0.0,-0.44134351171116565,0.0003071449434100394,-8.735184670082895e-05,0.0003099277218937524
,,0.0,0.9115018844604492,0.0,-0.44092639516822874,0.0003039692483371753,-9.037661765141846e-05,-0.00047110461087815467
,,0.0,1.0468487739562988,0.0,-0.436717310053137,0.00030000749012746333,-9.353344720899855e-05,0.0002156001454720613
,,0.0,1.1794545650482178,0.0,-0.4397508849108608,0.0002986617500371805,-9.440126091207807e-05,0.0006645994092394369
,,0.0,1.342158317565918,0.0,-0.43747570376756806,0.00029371898503268286,-9.851394324406435e-05,0.0005683852812891765
,,0.0,1.4836840629577637,0.0,-0.442443182597089,0.00029087029222474726,-0.0001009475947157442,-0.00022773946371007936
,,0.0,1.6418752670288086,0.0,-0.4398267242823038,0.0002878895408098213,-0.00010358247835045721,0.0007344018157913791
,,0.0,1.7772784233093262,0.0,-0.439371688053645,0.00028463209517072503,-0.00010556335745531298,0.0002552177275690992
,,0.0,1.9286532402038574,0.0,-0.4386891337106588,0.00028183999890864225,-0.00010849380082948078,0.0004929232201518129
,,0.0,2.08963680267334,0.0,-0.4375894628247333,0.0002783247245606606,-0.00011131733961703749,-0.00027678980344935105
,,0.0,2.2522058486938477,0.0,-0.4395612864822536,0.0002760419972112553,-0.00011404655082817205,0.001049455921040019
,,0.0,2.409719705581665,0.0,-0.4414951904540497,0.0002727719745619694,-0.00011561238859677226,-0.0001730294693855061
,,0.0,2.5636417865753174,0.0,-0.4417985479398234,0.0002697031840757163,-0.00011847994691999241,0.0009966324782438617
,,0.0,2.749004364013672,0.0,-0.4366414706816943,0.0002684580600669498,-0.00011974393644404341,0.00037407047386049273
,,0.0,2.8774771690368652,0.0,-0.4384236959106084,0.00026576029138128903,-0.00012158017993171941,-0.000354138416115084
,,0.0,3.051302909851074,0.0,-0.4406230376824556,0.00026303736867524906,-0.00012437856469889674,-0.0002692435973356266
,,0.0,3.2218353748321533,0.0,-0.4389924911964299,0.0002582203737726468,-0.00012763601033799317,0.0004966963232086984
,,0.0,3.3855879306793213,0.0,-0.436603550995973,0.0002558873383824835,-0.00013058531922744508,0.0015342996638475204
,,0.0,3.5553128719329834,0.0,-0.44490796216899003,0.00025279339387585133,-0.0001322266190571831,0.00020428083630147142
,,0.0,3.72451114654541,0.0,-0.43853745496777247,0.0002479260909324911,-0.000136012299124241,0.00021937324852890685
,,0.0,3.895573616027832,0.0,-0.4387270533963788,0.00024578799920026563,-0.0001390244930646407,0.0008306159437415527
,,0.0,4.067365407943726,0.0,-0.439599206167974,0.00024120996749126556,-0.00014168453071973275,0.0007891118101159523
,,0.0,4.2381603717803955,0.0,-0.44077471642534194,0.00023864425741259532,-0.00014443260744615162,3.63777502707996e-05
,,0.0,4.40979266166687,0.0,-0.43944752742508764,0.0002355754669263426,-0.00014660843020894556,0.0010815272970233524
,,0.0,4.586387395858765,0.0,-0.44009216208235397,0.00023356943380110754,-0.00014929362188441687,0.00034199909787710595
,,0.0,4.7335710525512695,0.0,-0.4373998643961256,0.00023087166511544675,-0.0001503815332658141,0.0008758931804239855
,,0.0,4.904266119003296,0.0,-0.43922000931075916,0.00022748844937445475,-0.00015401000070550252,0.0013588503717032042
