0,1,Cuentas de vueltas,Muestreo (s),Torque de referencia (N-m),Velocidad medida (m/s),Voltaje PAU (V),Voltaje celda #1 (V),Voltaje celda #2 (V),Voltaje de control difuso (V),Voltaje de excitacion (V)
Fecha,18_07_2022,,,,,,,,,
Hora de inicio,16_00_08,,,,,,,,,
Hora de finalización,16_03_00,,,,,,,,,
Voltage de salida analoga,100.0,,,,,,,,,
Voltaje offset celda 1,-0.024161874247420726,,,,,,,,,
Voltaje offset celda 2,-0.02416172362454421,,,,,,,,,
"ObservacionesEscriba sus observaciones antes de presionar ""Terminar"" o borre este campo si no tiene...",,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0,0.24971961975097656,0.0,0.0,-0.45249189931329564,-0.00025931730702269726,-0.0002597700793895215,0.95781,-5.79498261509448e-05
,,0.0,0.5000369548797607,0.0,0.0,-0.4450217212261529,-1.74596013548884e-05,-1.7555435160074885e-05,0.95781,-8.247499602062058e-05
,,0.0,0.7441327571868896,0.0,0.0,-0.45025463785572417,-1.7591659961878476e-05,-1.7247298410430595e-05,0.1884165096023709,-0.00024660497899438023
,,0.0,0.9940063953399658,0.0,0.0,-0.4525677386847385,-1.7434447334509322e-05,-1.7718936292539443e-05,0.95781,-6.549603226474243e-05
,,0.0,1.2443456649780273,0.0,0.0,-0.44983752131278804,-1.676157728936773e-05,-1.6939161660786857e-05,0.07407820883268562,-0.0003314997977740175
,,0.0,1.4938938617706299,0.0,0.0,-0.4535536505134981,-1.6906212906547847e-05,-1.710895129834581e-05,0.95781,-5.417672309408594e-05
,,0.0,1.7422857284545898,0.0,0.0,-0.4548050001423097,-1.7440735839603926e-05,-1.6876276609838793e-05,0.21789346493416986,-0.0002616973912219556
,,0.0,1.9917707443237305,0.0,0.0,-0.45010295911283793,-1.6327670437827902e-05,-1.6643601921331774e-05,0.9299733915687621,0.00019296152713074168
,,0.0,2.242722272872925,0.0,0.0,-0.4501408787985594,-1.6560345126334572e-05,-1.6712775477374862e-05,0.03955302801511032,-0.00038998289515542297
,,0.0,2.4915518760681152,0.0,0.0,-0.4503683969128889,-1.615788080026881e-05,-1.7002046711734437e-05,0.95781,-3.342465628131563e-05
,,0.0,2.741638660430908,0.0,0.0,-0.450709674084383,-1.640313249896514e-05,-1.6310311151308577e-05,0.19690311385407663,-0.000240945324409112
,,0.0,2.991501808166504,0.0,0.0,-0.4521885418275222,-1.6201900335932154e-05,-1.634175367678254e-05,0.13098424575629894,-0.00019566808772675915
,,0.0,3.2413649559020996,0.0,0.0,-0.4496100031984575,-1.6032110698373064e-05,-1.5832384764105505e-05,0.95781,-2.5878450167617916e-05
,,0.0,3.491220474243164,0.0,0.0,-0.4520747827703588,-1.5786858999676732e-05,-1.5857538784484378e-05,0.95781,-3.15381047529395e-05
,,0.0,3.7411229610443115,0.0,0.0,-0.4540086867421564,-1.5227182046241329e-05,-1.5499093994082064e-05,0.95781,7.788188389634687e-05
,,0.0,3.9910058975219727,0.0,0.0,-0.4484344929410914,-1.5761704979297338e-05,-1.5977020381285137e-05,0.0,-0.00034281910694454075
,,0.0,4.2409727573394775,0.0,0.0,-0.4518472646560279,-1.5818301525150487e-05,-1.5687749146925217e-05,0.06544811182894582,-0.00038432324057012805
,,0.0,4.491303443908691,0.0,0.0,-0.45143014811309035,-1.5900052091382745e-05,-1.5593421570503778e-05,0.95781,-9.756740824808263e-05
,,0.0,4.740664958953857,0.0,0.0,-0.45135430874164933,-1.5290067097188768e-05,-1.4939417040645934e-05,0.21063222345938123,-0.00022773946371009267
,,0.0,4.990873336791992,0.0,0.0,-0.4497237622556234,-1.552903029079074e-05,-1.542992043803929e-05,0.10601847388285277,-0.0004994028838045628
,,0.0,5.240832805633545,0.0,0.0,-0.4477898582838249,-1.5246047561525318e-05,-1.534188136671246e-05,0.95781,-1.455914099706135e-05
,,0.0,5.49083685874939,0.0,0.0,-0.451543907170257,-1.5176874005482926e-05,-1.553053651955589e-05,0.10255599751583011,-0.00040318875585443564
,,0.0,5.740625858306885,0.0,0.0,-0.4515818268559794,-1.523975905643047e-05,-1.534816987180689e-05,0.07275331673581792,-0.0003013149733190468
,,0.0,5.990712642669678,0.0,0.0,-0.45321237334200404,-1.459204303166848e-05,-1.4637568796096768e-05,0.10634466196146225,-0.0004711046108781281
,,0.0,6.240606069564819,0.0,0.0,-0.4519989433989153,-1.4887602771122729e-05,-1.4901686010077922e-05,0.95781,-8.436154754907665e-05
,,0.0,6.490764379501343,0.0,0.0,-0.45154390717025544,-1.4950487822070791e-05,-1.4769627403087224e-05,0.03408568134206385,-0.0003050880763759389
,,0.0,6.740922689437866,0.0,0.0,-0.45093719219871226,-1.4711524628469343e-05,-1.4461490653442898e-05,0.95781,3.26046472138608e-05
,,0.0,6.990928649902344,0.0,0.0,-0.4507855134558264,-1.4705236123374287e-05,-1.4920551525361911e-05,0.19897707780466492,-0.00020132774231195415
,,0.0,7.240257740020752,0.0,0.0,-0.4452871590262034,-1.518316251057781e-05,-1.4499221684011639e-05,0.95781,5.524326555516712e-05
,,0.0,7.490383148193359,0.0,0.0,-0.45143014811309135,-1.463606256733179e-05,-1.443633663306368e-05,0.012780300533800295,-0.00030508807637592557
,,0.0,7.74023962020874,0.0,0.0,-0.45143014811309223,-1.4221021231076123e-05,-1.493312853555185e-05,0.95781,0.00010429360529433885
,,0.0,7.990141153335571,0.0,0.0,-0.45416036548504235,-1.440338787882467e-05,-1.4209950449651614e-05,0.10122233171338357,-0.0004673315078212825
,,0.0,8.239676713943481,0.0,0.0,-0.4493066457126888,-1.432792581768743e-05,-1.3599965455457913e-05,0.17305238854624622,-0.0002447184274660241
,,0.0,8.489212274551392,0.0,0.0,-0.44843449294109017,-1.459204303166848e-05,-1.4367163077021113e-05,0.015292062617873163,-0.0005710918418851274
,,0.0,8.739005327224731,0.0,0.0,-0.451240549684484,-1.4573177516384004e-05,-1.4228815964936053e-05,0.95781,9.297429612373565e-05
,,0.0,8.988952875137329,0.0,0.0,-0.45074759377010365,-1.4334214322782381e-05,-1.4203661944557183e-05,0.95781,0.00011183981140809653
,,0.0,9.238991022109985,0.0,0.0,-0.45074759377010387,-1.3604747731787819e-05,-1.339873329242524e-05,0.09728823322085829,-0.00035036531305835837
,,0.0,9.488976240158081,0.0,0.0,-0.4493445653984077,-1.4070097108801332e-05,-1.4197373439462126e-05,0.95781,0.0001495708419767916
,,0.0,9.738935232162476,0.0,0.0,-0.4552979560566877,-1.3422381084039169e-05,-1.3430175817899099e-05,0.07540992983624323,-0.0003333863493024336
,,0.0,9.988998651504517,0.0,0.0,-0.45199894339891633,-1.4101539634275156e-05,-1.4140776893609118e-05,0.22076587168110287,-0.0002164201545394695
,,0.0,10.238834381103516,0.0,0.0,-0.45093719219871187,-1.3994635047663885e-05,-1.414706539870393e-05,0.11661593059003623,-0.00016736981480010461
,,0.0,10.489031314849854,0.0,0.0,-0.4525298189990162,-1.3963192522190408e-05,-1.2725863247283407e-05,0.0695062870815633,-0.0006918311397049104
,,0.0,10.739228248596191,0.0,0.0,-0.44733482205516717,-1.362990175216714e-05,-1.3826351638869979e-05,0.95781,8.165498695317907e-05
,,0.0,10.989156007766724,0.0,0.0,-0.4502925575414466,-1.4566889011289156e-05,-1.4128199883419665e-05,0.030263430278442284,-0.000163596711743339
,,0.0,11.239076614379883,0.0,0.0,-0.44729690236944575,-1.4164424685223498e-05,-1.4071603337566554e-05,0.95781,0.00010806670835122433
,,0.0,11.48903512954712,0.0,0.0,-0.4468418661407872,-1.4522869475625637e-05,-1.4398605602494937e-05,0.95781,4.306374287332826e-06
