0,1,Cuentas de vueltas,Muestreo (s),Torque de referencia (N-m),Velocidad medida (m/s),Voltaje PAU (V),Voltaje celda #1 (V),Voltaje celda #2 (V),Voltaje de control difuso (V),Voltaje de excitacion (V)
Fecha,14_07_2022,,,,,,,,,
Hora de inicio,16_54_19,,,,,,,,,
Hora de finalización,16_55_58,,,,,,,,,
Voltage de salida analoga,0.0,,,,,,,,,
Voltaje offset celda 1,-0.003358224120198834,,,,,,,,,
Voltaje offset celda 2,-0.03635701778928012,,,,,,,,,
"ObservacionesEscriba sus observaciones antes de presionar ""Terminar"" o borre este campo si no tiene...",,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0,0.250089168548584,0.0,0.0,-0.44995128036995197,-8.228331159443573e-05,-0.00041779392391626057,0.12822520761978867,-0.007590950079188799
,,0.0,0.5001397132873535,0.0,0.0,-0.44995128036995113,-4.894003358604917e-05,-5.470796091575761e-05,0.08031361505589829,-0.006668426381784371
,,0.0,0.7500495910644531,0.0,0.0,-0.45290901585623217,-4.852499224979351e-05,-5.419230349798555e-05,0.09447911671595194,-0.008138050022434718
,,0.0,1.000110387802124,0.0,0.0,-0.44536299839764765,-4.883312899943771e-05,-5.4468997722155674e-05,0.07867769949339806,-0.007847521087055739
,,0.0,1.2500579357147217,0.0,0.0,-0.4479794567124327,-4.90720921930397e-05,-5.382757020248825e-05,0.1256312365820169,-0.010439642887124385
,,0.0,1.5001428127288818,0.0,0.0,-0.4498754409985096,-4.852499224979359e-05,-5.346912541208573e-05,0.07446250022774532,-0.007664525588797633
,,0.0,1.7497940063476562,0.0,0.0,-0.45313653397056025,-4.894003358604904e-05,-5.310439211658815e-05,0.12412689488459215,-0.008804002711971877
,,0.0,1.9996840953826904,0.0,0.0,-0.4494962441412945,-4.9109823223608375e-05,-5.3362220825474776e-05,0.1004379188826624,-0.00825312966566906
,,0.0,2.2497057914733887,0.0,0.0,-0.44888952916974884,-4.882684049434323e-05,-5.334335531019009e-05,0.12131309040919147,-0.011037679721637932
,,0.0,2.499506950378418,0.0,0.0,-0.45381908831354906,-4.919786229493522e-05,-5.3035218560546075e-05,0.12369259909944014,-0.010677348379706984
,,0.0,2.74949312210083,0.0,0.0,-0.4474485811123313,-4.927332435607267e-05,-5.39093207687203e-05,0.1286121400184283,-0.009983097417243205
,,0.0,2.9993672370910645,0.0,0.0,-0.4512405496844852,-4.866333936187867e-05,-5.385901272796208e-05,0.09836206988432217,-0.008209738980515136
,,0.0,3.2510411739349365,0.0,0.0,-0.45086135282726875,-4.888972554529105e-05,-5.3808704687203776e-05,0.10013757056410472,-0.008264448974839769
,,0.0,3.4992563724517822,0.0,0.0,-0.4509371921987129,-4.943682548853658e-05,-5.385901272796201e-05,0.1277160326100854,-0.010141567745631777
,,0.0,3.749208688735962,0.0,0.0,-0.44797945671243306,-4.976382775346547e-05,-5.350056793755969e-05,0.12229602014982284,-0.011003721794126122
,,0.0,4.0028839111328125,0.0,0.0,-0.4534778111420538,-5.0002790947067004e-05,-5.368922309040319e-05,0.1275050417538478,-0.010215143255240637
,,0.0,4.256559133529663,0.0,0.0,-0.45165766622742043,-4.97701162585603e-05,-5.400364834514226e-05,0.13149336410281112,-0.009554850220288727
,,0.0,4.503193140029907,0.0,0.0,-0.4534019717706112,-4.992104038083483e-05,-5.4022513860426255e-05,0.11018029360520987,-0.008605914801486349
,,0.0,4.752734661102295,0.0,0.0,-0.4517335055988646,-4.9707231207612656e-05,-5.391560927381508e-05,0.071076127114661,-0.007492849399710122
,,0.0,5.002235651016235,0.0,0.0,-0.4472210629980031,-4.99084633706454e-05,-5.400993685023676e-05,0.08984524791183299,-0.008130503816320953
,,0.0,5.2521233558654785,0.0,0.0,-0.4513163890559283,-4.9814135794223855e-05,-5.3865301233056924e-05,0.11443830976485536,-0.008690809620265845
,,0.0,5.5020833015441895,0.0,0.0,-0.44767609922666163,-5.0097118523488914e-05,-5.428663107440716e-05,0.08277867848173605,-0.00657221225383431
,,0.0,5.7520036697387695,0.0,0.0,-0.4553737954281312,-4.979527027893949e-05,-5.397849432476301e-05,0.11758028999296255,-0.00877947754210224
,,0.0,6.001975774765015,0.0,0.0,-0.4518851843417511,-4.963805765156995e-05,-5.370808860568718e-05,0.13263011723086793,-0.009320917830762845
,,0.0,6.253105401992798,0.0,0.0,-0.45036839691289027,-4.982671280441334e-05,-5.360118401907615e-05,0.07839358878499657,-0.007851294190112653
,,0.0,6.501129150390625,0.0,0.0,-0.4502925575414464,-5.0166292079531114e-05,-5.373324262606657e-05,0.0875887926323961,-0.00627979676692699
,,0.0,6.751038551330566,0.0,0.0,-0.4493445653984097,-4.9977636926688135e-05,-5.338737484585396e-05,0.11383941526508548,-0.008649305486640344
,,0.0,7.001076698303223,0.0,0.0,-0.45218854182752255,-5.007825300820442e-05,-5.326789324905289e-05,0.07370274934760046,-0.007062715651227147
,,0.0,7.250946283340454,0.0,0.0,-0.4505959150272179,-5.004052197763573e-05,-5.366406907002366e-05,0.11575949872948374,-0.008726654099306038
,,0.0,7.500959396362305,0.0,0.0,-0.45059591502721846,-5.033608171709059e-05,-5.401622535533141e-05,0.07525547030974357,-0.0070287577237153984
,,0.0,7.750745534896851,0.0,0.0,-0.4512405496844852,-5.029206218142691e-05,-5.368922309040298e-05,0.0708441895555877,-0.007589063527660396
,,0.0,8.000534057617188,0.0,0.0,-0.4516576662274216,-5.026061965595324e-05,-5.3035218560546075e-05,0.09207230048031435,-0.008130503816320985
,,0.0,8.250510931015015,0.0,0.0,-0.4475244204837747,-5.057504491069228e-05,-5.3091815106399156e-05,0.13329425168417297,-0.009200178532942995
,,0.0,8.500580310821533,0.0,0.0,-0.45321237334200404,-5.0134849554057634e-05,-5.312954613696783e-05,0.10053341282835997,-0.008319158969164277
,,0.0,8.750649690628052,0.0,0.0,-0.4523023008846865,-4.979527027893926e-05,-5.3418817371327505e-05,0.07176465313570587,-0.007255143907127401
,,0.0,9.000504493713379,0.0,0.0,-0.4491928866555247,-4.997134842159308e-05,-5.308552660130382e-05,0.11078638249847753,-0.008547431704104888
,,0.0,9.250179529190063,0.0,0.0,-0.44858617168397774,-5.022917713047938e-05,-5.26327542344799e-05,0.12818487828055522,-0.008985111658701535
,,0.0,9.500184297561646,0.0,0.0,-0.4460834724263566,-5.02543311508585e-05,-5.260760021410092e-05,0.13271653377935286,-0.009262434733381427
,,0.0,9.750065326690674,0.0,0.0,-0.45196102371319263,-4.991475187574026e-05,-5.2708216295617516e-05,0.0847626554551965,-0.007921096596664654
,,0.0,10.000011682510376,0.0,0.0,-0.4470693842551169,-5.035494723237499e-05,-5.37080886056869e-05,0.08828659714348297,-0.008107865197979626
,,0.0,10.250075817108154,0.0,0.0,-0.4470314645693941,-5.090204717562083e-05,-5.333077830000074e-05,0.07452852088956521,-0.007068375305812436
,,0.0,10.50004506111145,0.0,0.0,-0.4481311354553195,-5.060648743616634e-05,-5.39533403043839e-05,0.08340589818801339,-0.0065476870839646685
,,0.0,10.750014305114746,0.0,0.0,-0.4510130315701558,-5.059391042597668e-05,-5.3903032263625665e-05,0.07308016152622666,-0.007183454949046949
,,0.0,11.000166177749634,0.0,0.0,-0.45355365051349755,-5.091462418581055e-05,-5.3594895513981446e-05,0.13228940926881838,-0.009485047813736677
,,0.0,11.250158548355103,0.0,0.0,-0.4513163890559271,-5.1254203460928594e-05,-5.4311785094786276e-05,0.11488784328015002,-0.008860599257824913
,,0.0,11.500150918960571,0.0,0.0,-0.45124054968448385,-5.1021528772421755e-05,-5.4267765559123176e-05,0.07937767892535615,-0.006830669813229821
,,0.0,11.750154733657837,0.0,0.0,-0.45234022057040923,-5.158749423095209e-05,-5.4726826431042155e-05,0.07072124458252801,-0.00791355039055097
,,0.0,12.000123977661133,0.0,0.0,-0.4483586535696483,-5.136110804753985e-05,-5.497207812973824e-05,0.07095375130043688,-0.007726781789235904
,,0.0,12.250072240829468,0.0,0.0,-0.45036839691289,-5.2197479225145666e-05,-5.5506601062794636e-05,0.12726701594844148,-0.010650936658309027
,,0.0,12.499949932098389,0.0,0.0,-0.44528715902620475,-5.226665278118823e-05,-5.5940507914334706e-05,0.13152907387646773,-0.009956685695845114
,,0.0,12.749800682067871,0.0,0.0,-0.45154390717025794,-5.254334700535851e-05,-5.5940507914334496e-05,0.07991594445251007,-0.007004232553845695
,,0.0,12.999707221984863,0.0,0.0,-0.44945832445557243,-5.294581133142452e-05,-5.5852468843007874e-05,0.07036860679787721,-0.008090886234223809
,,0.0,13.249631404876709,0.0,0.0,-0.44964792288417865,-5.253705850026363e-05,-5.587762286338699e-05,0.07230401959089913,-0.007507941811937584
,,0.0,13.499731302261353,0.0,0.0,-0.45040631659861,-5.285148375500266e-05,-5.6066278016230346e-05,0.09234062158761809,-0.006332620209723068
,,0.0,13.74966835975647,0.0,0.0,-0.45347781114205393,-5.3360852667679956e-05,-5.6475030847391025e-05,0.08866421664103764,-0.008566297219389216
,,0.0,13.999798059463501,0.0,0.0,-0.4499892000556747,-5.3518065295049286e-05,-5.6877495173457e-05,0.07209008998935207,-0.007660752485740761
,,0.0,14.249629735946655,0.0,0.0,-0.4507475937701056,-5.3272813596353036e-05,-5.6802033112319516e-05,0.07131248530848948,-0.007883365566095979
,,0.0,14.499521732330322,0.0,0.0,-0.4474865007980529,-5.374445147846161e-05,-5.70409963059211e-05,0.07230470994054507,-0.00767207179491143
