0,1,Velocidad medida (m/s),Voltaje PAU (V),Voltaje celda #1 (V),Voltaje celda #2 (V),Voltaje de excitación (V)
Fecha,09_06_2022,,,,,
Hora de inicio,21_35_13,,,,,
Hora de finalización,21_36_13,,,,,
Voltage de salida analoga,,,,,,
"ObservacionesEscriba sus observaciones antes de presionar ""Terminar"" o borre este campo si no tiene...",,,,,,
,,0.0,-0.2810190804805381,-0.009168990806904543,-0.011763483373393804,5.001014702760654
,,0.0,-0.27840262216575273,-0.009168915344843402,-0.011763376468807187,5.000997723796894
,,0.0,-0.2842422537668682,-0.009168676381649803,-0.011762823080358843,5.000903396220471
,,0.0,-0.27893349776585386,-0.009169047403450396,-0.01176265957922638,5.001020362415237
,,0.0,-0.27885765839441073,-0.009168236186293166,-0.011762225672374844,5.000929807941871
,,0.0,-0.27950229305167573,-0.009168330513869588,-0.011762703598762046,5.00101470276065
,,0.0,-0.2801469277089418,-0.009168613496598853,-0.011762452058558255,5.001022248966767
,,0.0,-0.2785163812229161,-0.009168085262170896,-0.011762376596497115,5.0009449003541
,,0.0,-0.2851523262241844,-0.009167707951865204,-0.011762150210313705,5.001037341378993
,,0.0,-0.28170163482352545,-0.009168814728761888,-0.011761747745987636,5.000961879317855
,,0.0,-0.2842801734525876,-0.00916920461607776,-0.01176204959423219,5.0010543203427495
,,0.0,-0.27919893556590536,-0.00916841226443582,-0.011762860811389409,5.0008505727776775
,,0.0,-0.28010900802322075,-0.009168305359849213,-0.011761904958615005,5.000997723796894
,,0.0,-0.278440541851473,-0.009171053436575627,-0.011768834891229462,5.001022248966768
,,0.0,-0.2790851765087382,-0.009168116704696364,-0.01176201815170672,5.000939240699512
,,0.0,-0.28185331356641063,-0.009167978357584282,-0.0117623954620124,5.001003383451485
,,0.0,-0.2835217797381598,-0.009169726562000631,-0.011765898159350197,5.00102790862135
,,0.0,-0.2831805025666644,-0.009169682542464962,-0.011766300623676264,5.000901509668944
,,0.0,-0.28310466319522143,-0.009169594503393639,-0.011766281758160977,5.0009524465602135
,,0.0,-0.2819670726235746,-0.009169808312566861,-0.011766212584604935,5.001009043106064
,,0.0,-0.2848110490526909,-0.009170556644673141,-0.01176778471087863,5.000965652420913
,,0.0,-0.28431809313831025,-0.009169978102204419,-0.011767055244287637,5.0009939506938395
,,0.0,-0.2791989355659046,-0.0091697642930312,-0.011766671645476852,5.001029795172881
,,0.0,-0.2835596994238795,-0.009169537906847788,-0.011766426393778156,5.000950560008683
,,0.0,-0.2796539717945628,-0.009169915217153473,-0.011766237738625318,5.001022248966768
,,0.0,-0.28158787576636046,-0.009169795735556669,-0.011766495567334199,5.001061866548865
,,0.0,-0.28139827733775347,-0.009169890063133094,-0.011766319489191546,5.001026022069822
,,0.0,-0.28067780330904507,-0.009169638522929305,-0.01176630062367626,5.000948673457156
,,0.0,-0.2803744458232715,-0.00916984604359743,-0.011766394951252687,5.000910942426589
,,0.0,-0.2833701009952706,-0.009169537906847786,-0.011767193591399723,5.001182605846684
,,0.0,-0.2826875466522848,-0.009169581926383456,-0.011766709376507424,5.001014702760653
,,0.0,-0.2825358679093999,-0.009169594503393642,-0.011766514432849491,5.0009411272510444
,,0.0,-0.2836734584810428,-0.009170072429780839,-0.011766564740890247,5.001097711027903
,,0.0,-0.27900933713729614,-0.009169663676949682,-0.011766684222487042,5.0009750851785535
,,0.0,-0.2794643733659547,-0.009169506464322307,-0.011766577317900434,5.000975085178555
,,0.0,-0.2865174349101592,-0.009169776870041389,-0.011766910608670456,5.000892076911304
,,0.0,-0.2813224379663095,-0.009167739394390678,-0.01176626918115079,5.000965652420913
,,0.0,-0.2828771450808915,-0.009166280461208686,-0.011765049211162398,5.0009222617357585
,,0.0,-0.24833231138858278,-0.009163683308604545,-0.01176217536433408,5.001591987528354
,,0.0,-0.2670646361350149,-0.009166538289917576,-0.011764030473337047,5.0010128162091245
,,0.07518844843959654,-0.29630071382631257,-0.009170267373438783,-0.01177014290028917,5.000995837245368
,,0.11107164033427065,-0.36133297483873195,-0.009171493631932258,-0.011769973110651614,5.001031681724406
,,0.15832629643091414,-0.4393337683679202,-0.009168600919588663,-0.01176798594304166,5.001324097211315
,,0.1503037542724881,-0.4684940066877772,-0.00916742496913594,-0.011767847595929581,5.0014033323755065
,,0.14846781850080637,-0.42018432707854836,-0.009167802279441629,-0.01176875314066323,5.00135428203577
,,0.1726072297362799,-0.3460892611786798,-0.009168802151751695,-0.01176943858771856,5.001218450325722
,,0.18749345128835807,-0.22796944015612172,-0.009168500303507146,-0.011768690255612281,5.001386353411753
,,0.17546449188948707,-0.13191887622349657,-0.009169135442521714,-0.011770557941625426,5.001210904119608
,,0.20409912333044786,-0.07090610189755951,-0.009168519169022435,-0.011769117873958726,5.001365601344943
,,0.18931918162539305,-0.15175087185585384,-0.009168443706961295,-0.01177016176580446,5.0012561813562915
,,0.1808988531456047,-0.2808294820519297,-0.009167852587482378,-0.011768577062520576,5.00136560134494
,,0.20200209626923524,-0.48119710140449007,-0.009168009800109754,-0.0117689103532906,5.0012335427379515
,,0.18462312910584563,-0.4796803139756286,-0.00916712312089139,-0.011768790871693795,5.00147502133359
,,0.17297210182142372,-0.4057369268186457,-0.009168311648354304,-0.01177040072899806,5.001246748598649
,,0.18495463562221356,-0.29686950911213644,-0.009167946915058805,-0.011769482607254222,5.001448609612191
,,0.18279988431883207,-0.12706515645114183,-0.009169355540200033,-0.011770790616313935,5.00113544205847
,,0.18408744202495486,-0.07064066409750938,-0.009168940498863779,-0.011769734147458008,5.001446723060668
,,0.18719013517690875,-0.09585725510232464,-0.00916920461607776,-0.011770356709462401,5.001250521701706
,,0.17718669314082242,-0.19896088057915476,-0.009167984646089374,-0.011769187047514769,5.001278819974631
,,0.19267436330745394,-0.40839130481915353,-0.009168078973665799,-0.011770193208329938,5.001220336877252
,,0.17402989848200265,-0.47744305251805735,-0.009167299199034045,-0.011769117873958727,5.001418424787733
,,0.19470388259717028,-0.47031415160241086,-0.009168305359849211,-0.011769004680867022,5.00119958481044
,,0.18062145052253895,-0.3185595693448492,-0.009168525457527525,-0.011770375574977681,5.001214677222666
,,0.1843600722795804,-0.19725449472168619,-0.009168512880517335,-0.011769885071580286,5.001212790671138
,,0.19215986961656786,-0.08804579984368911,-0.00916863865061923,-0.01176981589802425,5.001309004799089
,,0.18827562596149852,-0.07522894606981476,-0.00916919832757267,-0.011771255965690954,5.001124122749302
,,0.1937030890471948,-0.19706489629307808,-0.009168500303507148,-0.011770017130187278,5.001292025835332
,,0.20161446559632068,-0.3506775431509851,-0.009168255051808454,-0.01177012403477389,5.001276933423105
,,0.2070089654245077,-0.49044950472054133,-0.00916812928170655,-0.011770117746268795,5.001212790671137
,,0.20900204955550952,-0.49344515989254173,-0.009167959492068991,-0.011768948084321168,5.001344849278131
,,0.2515932239261366,-0.3146159220298103,-0.009168380821910347,-0.011770237227865599,5.00128259307769
,,0.27990252211601174,-0.07704909098444618,-0.009167984646089375,-0.011769966822146522,5.0012335427379515
,,0.2668502055032323,-0.0159983969727886,-0.00916986490911271,-0.011770142900289177,5.001344849278129
,,0.25120342550724606,-0.17169662654537954,-0.009169047403450396,-0.01176944487622366,5.001158080676812
,,0.2379929740852134,-0.4097184938194067,-0.00916829278283902,-0.011769174470504578,5.001314664453675
,,0.2245235160991278,-0.5096747853813562,-0.009168041242635228,-0.01176960208885102,5.001261841010878
,,0.21065308026215943,-0.3794965042993454,-0.00916839968742563,-0.011769822186529342,5.001237315841008
,,0.19597353262619308,-0.23005502287080726,-0.009168550611547905,-0.011769859917559912,5.001320324108258
,,0.17982632785327532,-0.12137720359291133,-0.009169412136745889,-0.011770954117446403,5.001156194125287
,,0.17123107086767445,-0.09073809752991759,-0.009169116577006435,-0.01177004228420766,5.001312777902143
,,0.15197785441120557,-0.1374551503388395,-0.009168393398920538,-0.011769117873958724,5.001458042369834
