0,1,Cuentas de vueltas,Muestreo (s),Torque de referencia (N-m),Velocidad medida (m/s),Voltaje PAU (V),Voltaje celda #1 (V),Voltaje celda #2 (V),Voltaje de control difuso (V),Voltaje de excitacion (V)
Fecha,15_07_2022,,,,,,,,,
Hora de inicio,11_29_27,,,,,,,,,
Hora de finalización,11_30_43,,,,,,,,,
Voltage de salida analoga,0.0,,,,,,,,,
Voltaje offset celda 1,-0.005818129159256651,,,,,,,,,
Voltaje offset celda 2,-0.03427475819180945,,,,,,,,,
"ObservacionesEscriba sus observaciones antes de presionar ""Terminar"" o borre este campo si no tiene...",,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0,0.018467426300048828,0.0,0.0,-0.45268149774190414,-5.7248772812114275e-05,-0.0003392442067773573,0.95781,0.00010618015682280156
,,0.0,0.03847479820251465,0.0,0.0,-0.45268149774190414,-5.7248772812114275e-05,-0.0003392442067773573,0.95781,0.00010618015682280156
,,0.0,0.06155252456665039,0.0,0.0,-0.4587486474573471,1.7311589274893873e-06,3.6354337477273456e-06,0.12888708430300497,-0.0006352345938518943
,,0.0,0.08282208442687988,0.0,0.0,-0.4587486474573471,1.7311589274893873e-06,3.6354337477273456e-06,0.12888708430300497,-0.0006352345938518943
,,0.0,0.10281491279602051,0.0,0.0,-0.4587486474573471,1.7311589274893873e-06,3.6354337477273456e-06,0.12888708430300497,-0.0006352345938518943
,,0.0,0.1149759292602539,0.0,0.0,-0.4600379167718794,1.8254865039109714e-06,3.780069364907809e-06,0.26036,-0.0003843232405701813
,,0.0,0.12644147872924805,0.0,0.0,-0.45685266317127177,2.0707382026073987e-06,5.0126163634842126e-06,0.10855239525623671,-0.0009540618021573665
,,0.0,0.13929176330566406,0.0,0.0,-0.45685266317127177,2.0707382026073987e-06,5.0126163634842126e-06,0.10855239525623671,-0.0009540618021573665
,,0.0,0.15404725074768066,0.0,0.0,-0.45874864745734695,2.0015646465647384e-06,5.1761174959485955e-06,0.13192485937185172,-0.0008352090558659798
,,0.0,0.17763948440551758,0.0,0.0,-0.45874864745734695,2.0015646465647384e-06,5.1761174959485955e-06,0.13192485937185172,-0.0008352090558659798
,,0.0,0.19854378700256348,0.0,0.0,-0.45874864745734695,2.0015646465647384e-06,5.1761174959485955e-06,0.13192485937185172,-0.0008352090558659798
,,0.0,0.21242642402648926,0.0,0.0,-0.45874864745734695,2.0015646465647384e-06,5.1761174959485955e-06,0.13192485937185172,-0.0008352090558659798
,,0.0,0.22620630264282227,0.0,0.0,-0.45874864745734695,2.0015646465647384e-06,5.1761174959485955e-06,0.13192485937185172,-0.0008352090558659798
,,0.0,0.25069522857666016,0.0,0.0,-0.4554875544852967,3.3410162317530288e-06,6.622473667748235e-06,0.3168037263564027,-0.0003201804886032744
,,0.0,0.2650337219238281,0.0,0.0,-0.4554875544852967,3.3410162317530288e-06,6.622473667748235e-06,0.3168037263564027,-0.0003201804886032744
,,0.0,0.28597521781921387,0.0,0.0,-0.4554875544852967,3.3410162317530288e-06,6.622473667748235e-06,0.3168037263564027,-0.0003201804886032744
,,0.0,0.29942989349365234,0.0,0.0,-0.4540466064278761,2.982571441350439e-06,6.672781708506187e-06,0.26036,-0.0004428063379516001
,,0.0,0.3118932247161865,0.0,0.0,-0.4540466064278761,2.982571441350439e-06,6.672781708506187e-06,0.26036,-0.0004428063379516001
,,0.0,0.33181214332580566,0.0,0.0,-0.45666306474266277,3.988732256515245e-06,6.540723101515836e-06,0.26036,-0.0006937176912333797
,,0.0,0.3517310619354248,0.0,0.0,-0.45666306474266277,3.988732256515245e-06,6.540723101515836e-06,0.26036,-0.0006937176912333797
,,0.0,0.36483168601989746,0.0,0.0,-0.45666306474266277,3.988732256515245e-06,6.540723101515836e-06,0.26036,-0.0006937176912333797
,,0.0,0.3749682903289795,0.0,0.0,-0.45666306474266277,3.988732256515245e-06,6.540723101515836e-06,0.26036,-0.0006937176912333797
,,0.0,0.39946889877319336,0.0,0.0,-0.4538570079992715,4.208829934832566e-06,7.4902873708278254e-06,0.2669421272886198,-0.0004994028838046627
,,0.0,0.40958452224731445,0.0,0.0,-0.4538570079992715,4.208829934832566e-06,7.4902873708278254e-06,0.2669421272886198,-0.0004994028838046627
,,0.0,0.43069005012512207,0.0,0.0,-0.4538570079992715,4.208829934832566e-06,7.4902873708278254e-06,0.2669421272886198,-0.0004994028838046627
,,0.0,0.4436957836151123,0.0,0.0,-0.4538570079992715,4.208829934832566e-06,7.4902873708278254e-06,0.2669421272886198,-0.0004994028838046627
,,0.0,0.45740389823913574,0.0,0.0,-0.4538570079992715,4.208829934832566e-06,7.4902873708278254e-06,0.2669421272886198,-0.0004994028838046627
,,0.0,0.482257604598999,0.0,0.0,-0.4571939403427642,4.667890806751389e-06,7.622345977818107e-06,0.661019877422336,-0.00013718499034526044
,,0.0,0.49188971519470215,0.0,0.0,-0.4571939403427642,4.667890806751389e-06,7.622345977818107e-06,0.661019877422336,-0.00013718499034526044
,,0.0,0.5078997611999512,0.0,0.0,-0.4571939403427642,4.667890806751389e-06,7.622345977818107e-06,0.661019877422336,-0.00013718499034526044
,,0.0,0.5277554988861084,0.0,0.0,-0.4571939403427642,4.667890806751389e-06,7.622345977818107e-06,0.661019877422336,-0.00013718499034526044
,,0.0,0.552546501159668,0.0,0.0,-0.4544258032850933,4.711910342414943e-06,9.024682613954365e-06,0.26036,-0.0008427552619795842
,,0.0,0.5669999122619629,0.0,0.0,-0.4544258032850933,4.711910342414943e-06,9.024682613954365e-06,0.26036,-0.0008427552619795842
,,0.0,0.5812785625457764,0.0,0.0,-0.4544258032850933,4.711910342414943e-06,9.024682613954365e-06,0.26036,-0.0008427552619795842
,,0.0,0.5959692001342773,0.0,0.0,-0.4548050001423073,5.108086163386075e-06,9.741572194759754e-06,0.21045573606310064,0.00011183981140803657
,,0.0,0.6075408458709717,0.0,0.0,-0.4548050001423073,5.108086163386075e-06,9.741572194759754e-06,0.21045573606310064,0.00011183981140803657
,,0.0,0.6264896392822266,0.0,0.0,-0.4548050001423073,5.108086163386075e-06,9.741572194759754e-06,0.21045573606310064,0.00011183981140803657
,,0.0,0.6415920257568359,0.0,0.0,-0.4568526631712708,6.057650432697926e-06,1.0974119193336782e-05,0.2652520588537565,-0.000735221824858967
,,0.0,0.6601154804229736,0.0,0.0,-0.4568526631712708,6.057650432697926e-06,1.0974119193336782e-05,0.2652520588537565,-0.000735221824858967
,,0.0,0.6748902797698975,0.0,0.0,-0.4568526631712708,6.057650432697926e-06,1.0974119193336782e-05,0.2652520588537565,-0.000735221824858967
