0,1,Cuentas de vueltas,Muestreo (s),Torque de referencia (N-m),Velocidad medida (m/s),Voltaje PAU (V),Voltaje celda #1 (V),Voltaje celda #2 (V),Voltaje de control difuso (V),Voltaje de excitacion (V)
Fecha,15_07_2022,,,,,,,,,
Hora de inicio,11_28_27,,,,,,,,,
Hora de finalización,11_29_23,,,,,,,,,
Voltage de salida analoga,0.0,,,,,,,,,
Voltaje offset celda 1,-0.0014408149851279127,,,,,,,,,
Voltaje offset celda 2,-0.03027804794360085,,,,,,,,,
"ObservacionesEscriba sus observaciones antes de presionar ""Terminar"" o borre este campo si no tiene...",,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0,0.24987196922302246,0.0,0.0,-0.4601137561433213,-6.170732292431364e-05,-0.00035706583021596504,0.95781,-0.0003088611794327845
,,0.0,0.4999263286590576,0.0,0.0,-0.4513922284273702,-4.763875234815288e-05,-5.503997139132983e-05,0.219030760262971,-0.0008182300921100217
,,0.0,0.7498350143432617,0.0,0.0,-0.4556013135424598,-4.710422941509625e-05,-5.425390825448264e-05,0.95781,-9.379430519129706e-05
,,0.0,0.9998860359191895,0.0,0.0,-0.45673890411410667,-4.670805359412535e-05,-5.3977214030312104e-05,0.1159646333297184,-0.000535247362844855
,,0.0,1.2500903606414795,0.0,0.0,-0.45753521751425913,-4.709165240490686e-05,-5.392061748445951e-05,0.11560758090383524,-0.0009484021475721183
,,0.0,1.4998469352722168,0.0,0.0,-0.45260565837046207,-4.704134436414852e-05,-5.366278877557324e-05,0.95781,-0.00013341188728834165
,,0.0,1.7497427463531494,0.0,0.0,-0.457535217514259,-4.702876735395917e-05,-5.341753707687673e-05,0.6967635033508718,-0.0004786508169918191
,,0.0,1.9997427463531494,0.0,0.0,-0.4529090158562311,-4.726773054756058e-05,-5.3606192229720024e-05,0.95781,-0.0003164073855464489
,,0.0,2.2495641708374023,0.0,0.0,-0.4547291607708649,-4.688413173677884e-05,-5.260003141455531e-05,0.21867243238425213,-0.0007955914737687953
,,0.0,2.49969744682312,0.0,0.0,-0.4562080285140047,-4.660114900751396e-05,-5.257487739417605e-05,0.95781,-0.00019189498466980036
,,0.0,2.7494893074035645,0.0,0.0,-0.45609426945684034,-4.6544552461660885e-05,-5.2864148628536074e-05,0.95781,-0.00014661774798740756
,,0.0,2.9996533393859863,0.0,0.0,-0.4552979560566893,-4.642507086485998e-05,-5.245539579737512e-05,0.95781,6.467602319720767e-05
,,0.0,3.249666452407837,0.0,0.0,-0.45757313719997883,-4.7141960445665065e-05,-5.282012909287256e-05,0.21167959034103853,-0.0008333225043375037
,,0.0,3.4995663166046143,0.0,0.0,-0.45404660642787725,-4.691557426225282e-05,-5.182025678280296e-05,0.08643885915405389,-0.0012521369436498686
,,0.0,3.7495954036712646,0.0,0.0,-0.4563217875711689,-4.690928575715818e-05,-5.219756708848975e-05,0.95781,-0.0003069746279043084
,,0.0,3.9995574951171875,0.0,0.0,-0.45726977971420685,-4.693443977753727e-05,-5.179510276242378e-05,0.14310843058173217,-0.0008974652563043307
,,0.0,4.2492969036102295,0.0,0.0,-0.4552600363709667,-4.665774555336696e-05,-5.1725929206381493e-05,0.95781,-0.00018623533008449878
,,0.0,4.4991538524627686,0.0,0.0,-0.4559046710282332,-4.6330743288438264e-05,-5.1600159104485575e-05,0.95781,-0.0004107349619681866
,,0.0,4.7492835521698,0.0,0.0,-0.45389492768499246,-4.680238117054679e-05,-5.160644760958035e-05,0.18325799982955035,-0.0007069235519324057
,,0.0,4.999514818191528,0.0,0.0,-0.45643554662833374,-4.645022488523917e-05,-5.0795230452353426e-05,0.95781,-0.00023717222135226647
,,0.0,5.249330759048462,0.0,0.0,-0.4525298189990162,-4.624270421711128e-05,-5.106563617142939e-05,0.20190126343962597,-0.0006276883877381368
,,0.0,5.4991466999053955,0.0,0.0,-0.45526003637096724,-4.66325915329879e-05,-5.0285861539676355e-05,0.95781,-0.0003371594523593524
,,0.0,5.749143838882446,0.0,0.0,-0.45488083951375385,-4.7336904103603414e-05,-5.0688325865742254e-05,0.95781,-0.00018623533008455873
,,0.0,5.999053001403809,0.0,0.0,-0.4560184300853958,-4.675836163488346e-05,-5.010349489192805e-05,0.95781,-0.0003296132462455148
,,0.0,6.248970031738281,0.0,0.0,-0.4599241577147141,-4.646280189542865e-05,-5.0015455820600735e-05,0.13440487743787236,-0.0008861459471335941
,,0.0,6.498465538024902,0.0,0.0,-0.45632178757117015,-4.6324454783343565e-05,-4.924825819903774e-05,0.95781,-5.229017156563654e-05
,,0.0,6.747961044311523,0.0,0.0,-0.45154390717025716,-4.617981916616368e-05,-4.9745050101525114e-05,0.95781,0.00010806670835117771
,,0.0,6.998095750808716,0.0,0.0,-0.4538570079992694,-4.6192396176353084e-05,-4.9374028300933176e-05,0.8074431586743683,-0.00044657944100846554
,,0.0,7.2481467723846436,0.0,0.0,-0.4536294898849406,-4.617353066106885e-05,-4.9223104178658416e-05,0.21183413889779268,-0.000720129412631425
,,0.0,7.49796986579895,0.0,0.0,-0.4574972978285373,-4.646909040052353e-05,-4.980793515247297e-05,0.017513045320925017,-0.0005220415021458425
,,0.0,7.747952461242676,0.0,0.0,-0.45632178757116987,-4.593456746746726e-05,-4.916021912771063e-05,0.41911424190050417,-0.00047676426546336973
,,0.0,7.997830629348755,0.0,0.0,-0.45279525679906896,-4.6374762824101764e-05,-4.922310417865856e-05,0.95781,0.00015900359961893874
,,0.0,8.247769355773926,0.0,0.0,-0.45434996391365046,-4.635589730881736e-05,-4.963185700981938e-05,0.6449531055828981,-0.000461671853235861
,,0.0,8.497742414474487,0.0,0.0,-0.4551841969995242,-4.639991684448087e-05,-4.900300650034124e-05,0.95781,-6.172292920780364e-05
,,0.0,8.747703552246094,0.0,0.0,-0.4544258032850941,-4.63496088037228e-05,-4.921052716846893e-05,0.95781,-0.0003258401431886426
,,0.0,8.997628450393677,0.0,0.0,-0.4561701088282825,-4.617981916616364e-05,-4.9135065107331584e-05,0.95781,-2.3991898639148522e-05
,,0.0,9.247593879699707,0.0,0.0,-0.4568147434855486,-4.612322262031042e-05,-4.862569619465424e-05,0.21629447238780253,-0.0006276883877381967
,,0.0,9.497535228729248,0.0,0.0,-0.45673890411410584,-4.5871682416519345e-05,-4.858167665899072e-05,0.95781,0.00020805393935824368
,,0.0,9.747523307800293,0.0,0.0,-0.4543120442279298,-4.623641571201664e-05,-4.868229274050746e-05,0.0,-0.0005182683990890369
,,0.0,9.997286558151245,0.0,0.0,-0.45692850254271394,-4.585910540632981e-05,-4.890239041882436e-05,0.08431885312918029,-0.0005069490899183871
,,0.0,10.247307300567627,0.0,0.0,-0.4570422615998782,-4.628672375277467e-05,-4.855652263861181e-05,0.051706677164526496,-0.0005107221929752259
,,0.0,10.497313976287842,0.0,0.0,-0.45780065531430847,-4.617981916616373e-05,-4.780190202723803e-05,0.12303365480621556,-0.0008748266379630376
,,0.0,10.74705696105957,0.0,0.0,-0.4560184300853972,-4.650682143109234e-05,-4.8732600781265686e-05,0.20451669468382852,-0.0006163690785675269
,,0.0,10.99672818183899,0.0,0.0,-0.4572318600284863,-4.6726919109409396e-05,-4.873888928636012e-05,0.39790457033848026,-0.00048053736852028185
,,0.0,11.246811389923096,0.0,0.0,-0.4595449608574992,-4.6160953650879055e-05,-4.8198077848209014e-05,0.95781,-0.0004088484104397105
,,0.0,11.496928453445435,0.0,0.0,-0.45469124108514347,-4.6028895043888974e-05,-4.841188702143142e-05,0.2154821124495239,-0.0006201421816243924
