0,1,Velocidad medida (m/s),Voltaje PAU (V),Voltaje celda #1 (V),Voltaje celda #2 (V),Voltaje de excitación (V)
Fecha,09_06_2022,,,,,
Hora de inicio,23_31_03,,,,,
Hora de finalización,23_31_52,,,,,
Voltage de salida analoga,2,,,,,
ObservacionesPAU 2V 10km/h. Se mantiene la velocidad 15 segundos y se libera el acelerador hasta detener el auto.nueva,,,,,,
,,0.07744319963761033,25.36140999498733,-0.009166657771514375,-0.011775400090548407,5.001158080676812
,,0.07744319963761033,21.609295012528,-0.009167720528875392,-0.011775066799778387,5.001054320342749
,,0.07744319963761033,22.82666860293189,-0.009165909439408095,-0.011774268159631347,5.001225996531836
,,0.07744319963761033,21.215840353481443,-0.009166016343994707,-0.011773853118295098,5.0011750596405715
,,0.07744319963761033,22.86394365399615,-0.009165016471684636,-0.011773211690775422,5.001150534470697
,,0.07744319963761033,16.86159868145,-0.009166016343994707,-0.011772947573561447,5.001212790671138
,,0.07744319963761033,23.91117161456756,-0.009165903150903005,-0.011773878272315472,5.001129782403888
,,0.07744319963761033,23.43679634619125,-0.009166318192239257,-0.011773274575826378,5.001099597579432
,,0.07744319963761033,27.45522128147286,-0.009165922016418287,-0.011773129940209197,5.001131668955415
,,0.07744319963761033,9.730763861831212,-0.009166223864662836,-0.011773450653969035,5.0011260093008305
,,0.07744319963761033,25.052478315414053,-0.00916561387966864,-0.011772696033357656,5.0010995975794295
,,0.07744319963761033,15.806710944362848,-0.009164834105036887,-0.011771620698986447,5.001182605846681
,,0.07744319963761033,17.890283915703566,-0.009161733872025159,-0.011769803321014058,5.001182605846684
,,0.07744319963761033,25.493218822555363,-0.009168236186293166,-0.01177811043624425,5.001139215161529
,,0.07744319963761033,19.01528515168981,-0.009167311776044233,-0.011776230173220915,5.001324097211315
,,0.07744319963761033,22.4699581193495,-0.00916814814722184,-0.011776519444455276,5.001209017568078
,,0.07744319963761033,22.23307384264711,-0.009167575893258215,-0.01177700365934757,5.0011618537798705
,,0.07744319963761033,19.632503876179104,-0.009166752099090797,-0.011776613772031692,5.001065639651918
,,0.07744319963761033,14.82891392834756,-0.009169305232159277,-0.011780368009573272,5.001141101713058
,,0.00031381519653833054,27.33065511387765,-0.009140837169595203,-0.011741366700975451,5.001776869578138
,,0.00031381519653833054,16.957876763496973,-0.009184441663922406,-0.01178924109026201,5.001209017568082
,,0.00031381519653833054,27.219133318170616,-0.009177756983006652,-0.011788392142074217,5.001199584810438
,,0.00031381519653833054,25.93638618958283,-0.00916956306086817,-0.011773500962009787,5.00112600930083
,,0.00031381519653833054,23.24439186084022,-0.009176662783120161,-0.011782097348474338,5.001107143785546
,,0.00031381519653833054,18.122541990747923,-0.009168544323042808,-0.011776519444455276,5.001148647919168
,,0.00031381519653833054,23.22899646843728,-0.00917255010078818,-0.011780770473899343,5.001178832743625
,,0.00031381519653833054,21.115315266633687,-0.009174027899485454,-0.011781669730127897,5.001165626882926
,,0.00031381519653833054,19.19711004472455,-0.00916141315826533,-0.011769061277412875,5.00198061714321
,,0.00031381519653833054,15.652188225047633,-0.0091586776585491,-0.011766684222487046,5.0018485585362225
,,0.00031381519653833054,24.20743811910984,-0.00914881728256048,-0.011745177535062892,5.001937226458059
,,0.00031381519653833054,16.71405318430755,-0.00909250371943672,-0.011700434821313528,5.001837239227051
,,0.00031381519653833054,20.77805758182641,-0.009078128196790044,-0.011682606909369819,5.001890062669846
,,0.008351097948461622,16.36359944886919,-0.009073657069667656,-0.011675274512429305,5.001378807205638
,,0.008351097948461622,28.296848706062136,-0.009052389345437107,-0.011658779763565703,5.001167513434455
,,0.008351097948461622,24.294842994697948,-0.009046691959821244,-0.011653969057168192,5.001158080676815
,,0.008351097948461622,21.988719387857586,-0.009046214033434039,-0.011652522700996391,5.00114864791917
,,0.008351097948461622,25.975291787133123,-0.009028084273245793,-0.01164634110048822,5.00143917685455
,,0.008351097948461622,26.972996638152207,-0.009002188209265483,-0.01161767809426621,5.001905155082072
,,0.01868887296685742,21.876780475607656,-0.00894895601363816,-0.011558924591165682,5.001109030337075
,,0.07935519831868161,21.000797815754677,-0.008849893192880088,-0.011454214692832492,5.001490113745818
,,0.14742204162231037,24.11051540240561,-0.008749314842394173,-0.011357359137362686,5.001390126514811
,,0.17582390105019519,25.297136127689328,-0.008656502795700304,-0.011275841245819047,5.0015599161523685
,,0.20722127393703332,20.239825562695078,-0.00858141804486863,-0.011201121228282852,5.001561802703898
,,0.21546382112355963,26.10209521618591,-0.008550151597537373,-0.01115558616289156,5.001514638915689
,,0.21058383704042027,21.105531987717523,-0.008900446485337029,-0.011503252455561587,5.001152421022228
,,0.21058383704042027,23.30858988876677,-0.009175178695917796,-0.011786681668688436,5.001824033366352
,,0.21058383704042027,26.44951537676654,-0.00920680358803945,-0.011812854426892923,5.00173913854757
,,0.21058383704042027,20.575338941959142,-0.009177555750843624,-0.011789725305154314,5.001808940954123
,,0.21058383704042027,18.500904614877307,-0.009176511858997887,-0.011786763419254671,5.001786302335783
,,0.21058383704042027,25.531214347648312,-0.009175423947616496,-0.011786618783637489,5.001884403015262
,,0.21058383704042027,17.43706783195989,-0.009169166885047188,-0.01178234888867813,5.001790075438839
,,0.21058383704042027,21.536527135628386,-0.00918478753170262,-0.011793190271461538,5.001778756129668
,,0.21058383704042027,19.99748085124879,-0.009170481182612,-0.011779060000513564,5.001844785433164
,,0.21058383704042027,21.53064958434155,-0.009181228237818974,-0.011789291398302777,5.001842898881633
