0,1,Velocidad medida (m/s),Voltaje PAU (V),Voltaje celda #1 (V),Voltaje celda #2 (V),Voltaje de excitación (V)
Fecha,09_06_2022,,,,,
Hora de inicio,22_27_21,,,,,
Hora de finalización,22_28_32,,,,,
Voltage de salida analoga,,,,,,
ObservacionesPAU inhabilitada 20 km/h. Se mantiene la velocidad 15 segundos y se libera el acelerador hasta detener el auto. bien.bien.no tan bien,,,,,,
,,0.018187915346102423,-0.28310466319522143,-0.00917215392496721,-0.011774268159631354,5.000895850014357
,,0.018187915346102423,-0.2846214506240817,-0.009171556516983204,-0.011773412922938462,5.000837366916979
,,0.018187915346102423,-0.2869345514530953,-0.009173204105318038,-0.011774507122824953,5.000967538972441
,,0.018187915346102423,-0.2811328395377009,-0.00917328585588427,-0.011775299474466892,5.000967538972439
,,0.018187915346102423,-0.2861761577386648,-0.009172877103053107,-0.011775129684829331,5.0009581062147985
,,0.018187915346102423,-0.281436197023475,-0.009173084623721234,-0.011774658046947219,5.000956219663269
,,0.018187915346102423,-0.287882543596132,-0.009171543939973015,-0.011773475807989408,5.0009656524209145
,,0.018187915346102423,-0.27832678279430856,-0.00917214763646211,-0.01177395373437661,5.000899623117416
,,0.018187915346102423,-0.2752552882508644,-0.009173078335216144,-0.01177435619870268,5.000890190359775
,,0.018187915346102423,-0.2828771450808929,-0.009172367734140435,-0.01177270232186275,5.0008769844990795
,,0.018187915346102423,-0.28280130570944895,-0.009173160085782369,-0.011775161127354807,5.000958106214796
,,0.018187915346102423,-0.28314258288094335,-0.009171292399769227,-0.011773224267785612,5.000816614850166
,,0.018187915346102423,-0.2806778033090429,-0.009171260957243748,-0.011773261998816186,5.00092037518423
,,0.018187915346102423,-0.27548280636519434,-0.009171110033121483,-0.01177297272758182,5.0009750851785535
,,0.018187915346102423,-0.2860623986814996,-0.00917292112258877,-0.01177423671710587,5.000890190359778
,,0.018187915346102423,-0.2849627277955761,-0.009172028154865314,-0.01177330601835185,5.000990177590786
,,0.018187915346102423,-0.27919893556590425,-0.009172644428364603,-0.01177286582299521,5.000967538972444
,,0.018187915346102423,-0.2745727339078776,-0.009171248380233562,-0.01177172760357306,5.00081284174711
