0,1,Cuentas de vueltas,Muestreo (s),Velocidad medida (m/s),Voltaje PAU (V),Voltaje celda #1 (V),Voltaje celda #2 (V),Voltaje de excitación (V)
Fecha,21_06_2022,,,,,,,
Hora de inicio,16_41_46,,,,,,,
Hora de finalización,16_41_50,,,,,,,
Voltage de salida analoga,,,,,,,,
"ObservacionesEscriba sus observaciones antes de presionar ""Terminar"" o borre este campo si no tiene...",,,,,,,,
,,45.0,0.2743079662322998,5.996879583992844,-0.43781698093906146,0.00020956620985433007,2.5545685265767972e-05,-0.0002390587728806892
,,149.0,0.6533627510070801,5.996879583992844,-0.44096431485394816,0.00020969197995622562,2.540733815368279e-05,0.0005344273537773736
,,280.0,0.8005473613739014,5.996879583992844,-0.4357693179100976,0.00020676153658205791,2.306801425842471e-05,0.00022503290311405523
,,398.0,1.0146048069000244,5.99824904724564,-0.43592099665298617,0.00020643453431712938,2.225050859610307e-05,5.7129817083509943e-05
,,504.0,1.2369775772094727,5.996879583992844,-0.4361864344530359,0.00020459829082945355,2.030736052181594e-05,0.00014768429044841546
,,624.0,1.4488396644592285,5.996879583992844,-0.4400163227109107,0.00020230298646985861,1.662229653627456e-05,0.000387276334559512
,,734.0,1.826953649520874,5.996879583992844,-0.4372102659675175,0.00019932223505493286,1.2270651010686295e-05,0.0005249945961351732
,,795.0,1.9955148696899414,5.996879583992844,-0.43520052262427605,0.00019725331687874987,8.799396198367449e-06,-6.738258379313855e-05
,,942.0,2.183619737625122,5.996879583992844,-0.4466143480264553,0.00019617169400244785,6.925421680122824e-06,-0.0007767259584844478
