0,1,Cuentas de vueltas,Muestreo (s),Velocidad medida (m/s),Voltaje PAU (V),Voltaje celda #1 (V),Voltaje celda #2 (V),Voltaje de excitación (V)
Fecha,10_06_2022,,,,,,,
Hora de inicio,07_50_24,,,,,,,
Hora de finalización,07_50_28,,,,,,,
Voltage de salida analoga,,,,,,,,
ObservacionesPrueba con todo,,,,,,,,
,,0.0,0.25359463691711426,0.0,-0.4446425243689375,0.00010700698026355488,-0.0002255165921382515,0.00010806670835123766
,,0.0,0.5022444725036621,0.0,-0.44604555274063384,0.00010426519204223089,-0.00022818291829843833,-0.0001805756754992505
,,0.0,0.7521843910217285,0.0,-0.44441500625460945,0.00010215854283547916,-0.0002314403639375349,0.00039859564373009523
,,0.0,1.0021657943725586,0.0,-0.4425569416542534,9.893253972185661e-05,-0.00023437709581679725,0.00036841081927513114
,,0.0,1.2522859573364258,0.0,-0.44562843619769743,9.522861022103099e-05,-0.00023840802758255162,9.863395070913716e-05
,,0.0,1.5021722316741943,0.0,-0.4446804440546584,9.263145761688643e-05,-0.00024159629966560565,0.0001684363572611791
,,0.0,1.7525901794433594,0.0,-0.44479420311182377,8.964441769686569e-05,-0.00024545115328870605,0.0002174866970004441
,,0.0,2.00211763381958,0.0,-0.4443012471974446,8.60096617520825e-05,-0.0002490418896978258,-1.0786037940042626e-05
,,0.0,2.2546944618225098,0.0,-0.4410022345396706,8.279623564864948e-05,-0.00025307282146357996,-0.0002824494580347126
,,0.0,2.5026485919952393,0.0,-0.44536299839764604,8.020537154960001e-05,-0.00025585862922056766,0.00013259187822091344
,,0.0,2.752445936203003,0.0,-0.4444529259403303,7.702967647673571e-05,-0.0002595122506806351,0.00018541532101712388
,,0.0,3.002136707305908,0.0,-0.44490796216898804,7.36779032612179e-05,-0.00026340483533430445,-8.81346506058689e-05
,,0.0,3.252450704574585,0.0,-0.4430119778829119,7.025066798456301e-05,-0.0002663415672135673,-0.0002881091126199942
,,0.0,3.5023248195648193,0.0,-0.4455525968262536,6.808742223195856e-05,-0.0002691399519807441,0.00029672186119461986
,,0.0,3.752009153366089,0.0,-0.44441500625460834,6.433947319546927e-05,-0.00027269924586438983,-0.00018812188161299482
,,0.0,4.002148628234863,0.0,-0.4423673432256454,6.181778265246232e-05,-0.00027636544433464697,-4.097086239505332e-05
