0,1,Cuentas de vueltas,Muestreo (s),Torque de referencia (N-m),Velocidad medida (m/s),Voltaje PAU (V),Voltaje celda #1 (V),Voltaje celda #2 (V),Voltaje de control difuso (V),Voltaje de excitacion (V)
Fecha,14_07_2022,,,,,,,,,
Hora de inicio,17_05_35,,,,,,,,,
Hora de finalización,17_06_58,,,,,,,,,
Voltage de salida analoga,200.0,,,,,,,,,
Voltaje offset celda 1,-0.010846460509524855,,,,,,,,,
Voltaje offset celda 2,-0.04891607875272234,,,,,,,,,
"ObservacionesEscriba sus observaciones antes de presionar ""Terminar"" o borre este campo si no tiene...",,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0,0.24981188774108887,0.0,0.0,-0.4475623401694969,-0.00011163176487177645,-0.00048747684887152335,0.10524413458175025,-0.07283356158702733
,,0.0,0.49973559379577637,0.0,0.0,-0.4502167181700032,-2.657790863850682e-06,1.4952835028566453e-06,0.0,-0.07237324301408925
,,0.0,0.7496740818023682,0.0,0.0,-0.4469556251979516,-2.8338690065046746e-06,1.885170818733267e-06,0.0,-0.06301783398458437
,,0.0,0.9993493556976318,0.0,0.0,-0.45131638905592675,-2.481712721197002e-06,2.350520195746955e-06,0.0,-0.0691679919672797
,,0.0,1.2494730949401855,0.0,0.0,-0.44805529608387623,-2.5131552466709297e-06,2.5203098333058393e-06,0.005105098039188483,-0.06511945238726001
,,0.0,1.4990878105163574,0.0,0.0,-0.45328821271344666,-2.437693185533274e-06,2.7466960167178005e-06,0.005105098039213814,-0.06634571088074216
,,0.0,1.7491791248321533,0.0,0.0,-0.4476002598552196,-2.808714986125352e-06,2.545463853685162e-06,0.0,-0.06345740049070947
,,0.0,1.9991562366485596,0.0,0.0,-0.45033047722716774,-2.613771328187388e-06,2.9919477154142365e-06,0.005105098039215991,-0.06626647571654794
,,0.0,2.249077081680298,0.0,0.0,-0.45048215597005536,-2.7584069453674004e-06,2.3442316906518295e-06,0.0,-0.07351272013726351
,,0.0,2.4990427494049072,0.0,0.0,-0.44596971336919256,-2.217595507215866e-06,3.5264706484710446e-06,0.005105098039215843,-0.06358945909769992
,,0.0,2.7488791942596436,0.0,0.0,-0.449041207912636,-1.7836886556760884e-06,3.029678745983255e-06,0.005105098039214861,-0.069886768099613
,,0.0,2.9988670349121094,0.0,0.0,-0.453477811142055,-1.8214196862445866e-06,3.9792430152945504e-06,0.005105098039215747,-0.06561938854229513
,,0.0,3.2484006881713867,0.0,0.0,-0.44725898268372233,-2.1232679307944466e-06,3.9478004898211435e-06,0.005105098039215938,-0.06609668607898883
,,0.0,3.498602867126465,0.0,0.0,-0.45067175439866186,-1.966055303424686e-06,4.3376878056969325e-06,0.005105098039215657,-0.06682866807202135
,,0.0,3.7488574981689453,0.0,0.0,-0.45135430874164856,-1.5635909773589058e-06,4.2056291987067205e-06,0.005105098039215609,-0.06817377931179486
,,0.0,3.9982359409332275,0.0,0.0,-0.44483212279754586,-2.154710456268305e-06,4.400572856644719e-06,0.005105098039215693,-0.06248016679898065
,,0.0,4.248123645782471,0.0,0.0,-0.449079127598357,-1.991209323803922e-06,4.771594657236728e-06,0.005105098039215821,-0.06595330816282788
,,0.0,4.497867822647095,0.0,0.0,-0.4507855134558267,-9.284519627858131e-07,5.048288881406917e-06,0.005105098039215617,-0.06387998803307882
,,0.0,4.747867822647095,0.0,0.0,-0.45135430874165,-1.5950335028327468e-06,5.287252075008922e-06,0.0051050980392156765,-0.06902084094806185
,,0.0,4.998837471008301,0.0,0.0,-0.44741066142661057,-1.2491657226197314e-06,5.1363279527339575e-06,0.005105098039215672,-0.06983583120834547
,,0.0,5.24761962890625,0.0,0.0,-0.44634891022640794,-1.4063783499893185e-06,5.086019911975729e-06,0.005105098039215477,-0.06406675663439375
,,0.0,5.497422695159912,0.0,0.0,-0.4486999307411432,-1.286896753188403e-06,5.601677329747784e-06,0.005105098039215811,-0.06789834278864351
,,0.0,5.74718713760376,0.0,0.0,-0.44961000319845845,-1.135972630913664e-06,5.758889957117597e-06,0.00510509803921554,-0.07104511073807165
,,0.0,5.996805906295776,0.0,0.0,-0.4522643811989662,-6.517577386156402e-07,6.255681859605039e-06,0.005105098039215529,-0.06789079658252978
,,0.0,6.24661922454834,0.0,0.0,-0.45029255754144687,-1.4063783499894053e-06,6.34372093093187e-06,0.005105098039215694,-0.07631613570851671
,,0.0,6.496592283248901,0.0,0.0,-0.44760025985521795,-3.8135201953996834e-07,6.173931293372708e-06,0.005105098039215582,-0.0672682345781465
,,0.0,6.746499300003052,0.0,0.0,-0.4563597072568917,-4.6310258577198643e-07,5.997853150718768e-06,0.005105098039215779,-0.07928556781427198
,,0.0,6.996320009231567,0.0,0.0,-0.4476760992266606,-4.945451112457928e-07,5.658273875600653e-06,0.005105098039215748,-0.07509742342114822
,,0.0,7.246013879776001,0.0,0.0,-0.4479794567124327,-1.9269686669650538e-07,6.173931293372708e-06,0.00510509803921546,-0.08231159646588046
,,0.0,7.49600076675415,0.0,0.0,-0.4494583244555739,-6.692676480103688e-08,6.155065778088789e-06,0.0051050980392156,-0.08735434870138492
