0,1,Cuentas de vueltas,Muestreo (s),Torque de referencia (N-m),Velocidad medida (m/s),Voltaje PAU (V),Voltaje celda #1 (V),Voltaje celda #2 (V),Voltaje de control difuso (V),Voltaje de excitacion (V)
Fecha,14_07_2022,,,,,,,,,
Hora de inicio,17_11_09,,,,,,,,,
Hora de finalización,17_12_39,,,,,,,,,
Voltage de salida analoga,0.0,,,,,,,,,
Voltaje offset celda 1,-0.006219011945119136,,,,,,,,,
Voltaje offset celda 2,-0.04264267360131314,,,,,,,,,
"ObservacionesEscriba sus observaciones antes de presionar ""Terminar"" o borre este campo si no tiene...",,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0,0.009930133819580078,0.0,0.0,-0.45127846937020644,-7.640355933081596e-05,-0.0004383258930507191,0.10083084260913094,-0.063615870819098
,,0.0,0.01991415023803711,0.0,0.0,-0.45127846937020644,-7.640355933081596e-05,-0.0004383258930507191,0.10083084260913094,-0.063615870819098
,,0.0,0.033403873443603516,0.0,0.0,-0.45127846937020644,-7.640355933081596e-05,-0.0004383258930507191,0.10083084260913094,-0.063615870819098
,,0.0,0.04398679733276367,0.0,0.0,-0.45127846937020644,-7.640355933081596e-05,-0.0004383258930507191,0.10083084260913094,-0.063615870819098
,,0.0,0.0538787841796875,0.0,0.0,-0.45207478277035856,-1.4238593900003857e-05,-1.1213709982256653e-05,0.0,-0.06579861093749631
,,0.0,0.06377077102661133,0.0,0.0,-0.45207478277035856,-1.4238593900003857e-05,-1.1213709982256653e-05,0.0,-0.06579861093749631
,,0.0,0.07366275787353516,0.0,0.0,-0.45207478277035856,-1.4238593900003857e-05,-1.1213709982256653e-05,0.0,-0.06579861093749631
,,0.0,0.08453130722045898,0.0,0.0,-0.45207478277035856,-1.4238593900003857e-05,-1.1213709982256653e-05,0.0,-0.06579861093749631
,,0.0,0.08989810943603516,0.0,0.0,-0.45207478277035856,-1.4238593900003857e-05,-1.1213709982256653e-05,0.0,-0.06579861093749631
,,0.0,0.09524822235107422,0.0,0.0,-0.45207478277035856,-1.4238593900003857e-05,-1.1213709982256653e-05,0.0,-0.06579861093749631
,,0.0,0.1051945686340332,0.0,0.0,-0.45207478277035856,-1.4238593900003857e-05,-1.1213709982256653e-05,0.0,-0.06579861093749631
