0,1,Cuentas de vueltas,Muestreo (s),Velocidad medida (m/s),Voltaje PAU (V),Voltaje celda #1 (V),Voltaje celda #2 (V),Voltaje de excitación (V)
Fecha,10_06_2022,,,,,,,
Hora de inicio,07_43_55,,,,,,,
Hora de finalización,07_44_04,,,,,,,
Voltage de salida analoga,,,,,,,,
ObservacionesPrueba con todo,,,,,,,,
,,0.0,9.392832279205322,0.0,-0.44221566448275906,2.0329647163829455e-06,-0.0003147190369077127,-0.00025981083969337296
,,0.0,9.642735719680786,0.0,-0.44263278102569614,4.482614324978984e-07,-0.00031740422858318463,0.00030615461883695347
,,0.0,9.892441034317017,0.0,-0.44532507871192567,-1.821888906718794e-06,-0.00032000766969242334,-0.00013718499034514052
,,0.0,10.142144203186035,0.0,-0.4412297526539984,-3.9474036287550085e-06,-0.0003226865728627997,0.00037218392233203664
,,0.0,10.392316102981567,0.0,-0.44395997002594934,-6.079206855885721e-06,-0.00032541578407393486,0.00030049496425153864
,,0.0,10.64258861541748,0.0,-0.44706938425511555,-7.456389471642733e-06,-0.0003266168885470383,-9.190775366279435e-05
,,0.0,10.892333984375,0.0,-0.44286029914002434,-8.965630694389982e-06,-0.0003292895032123197,0.0003061546188369202
,,0.0,11.144227743148804,0.0,-0.4466522677121781,-1.0619507534317263e-05,-0.0003313961524190713,-5.79498261509448e-05
,,0.0,11.392406463623047,0.0,-0.44509756059759625,-1.2292249889528995e-05,-0.0003333644545137376,-3.719775933818115e-05
,,0.0,11.642715215682983,0.0,-0.4452113196547602,-1.3744894566423005e-05,-0.00033590501057202937,-0.00031263428248961005
,,0.0,11.89245080947876,0.0,-0.446007633054912,-1.5379905891066015e-05,-0.00033748342535081937,-0.00014850429951579036
,,0.0,12.142146110534668,0.0,-0.44631099054068474,-1.683255056795998e-05,-0.0003399673848632568,-0.00014095809340207264
,,0.0,12.392144203186035,0.0,-0.44411164876883596,-1.864364003525698e-05,-0.0003420111490190611,0.00011372636293651927
,,0.0,12.642558574676514,0.0,-0.4420260660541507,-2.00208226510139e-05,-0.00034312421442083703,0.0003269066856496772
,,0.0,12.893004894256592,0.0,-0.44441500625460867,-2.1687276501130403e-05,-0.0003452434406377783,-0.00020132774231198746
,,0.0,13.142046213150024,0.0,-0.4429361385114688,-2.263684077044248e-05,-0.0003468029899012836,0.0002589908306259514
,,0.0,13.392187595367432,0.0,-0.4428223794543041,-2.4366179671506938e-05,-0.00034813615298137716,0.00022880600617107392
,,0.0,13.642138719558716,0.0,-0.4430119778829114,-2.5737073782169205e-05,-0.0003506201124938153,0.00010429360529437215
,,0.0,13.89214301109314,0.0,-0.44301197788291047,-2.7051371346978482e-05,-0.0003517771974312549,-1.6445692525444145e-05
,,0.0,14.142391204833984,0.0,-0.442519021968532,-2.9164309058824587e-05,-0.0003542674454487878,0.000223146351585739
,,0.0,14.393015146255493,0.0,-0.4432394959972417,-2.9629658435838513e-05,-0.00035615399697722176,0.00012693222363556524
,,0.0,14.642041206359863,0.0,-0.44198814636843103,-3.133384331652391e-05,-0.00035794622092923415,-0.00013341188728834165
,,0.0,14.89239501953125,0.0,-0.44210190542559435,-3.255381330491156e-05,-0.0003594365966366971,8.731464153844071e-05
,,0.0,15.1420419216156,0.0,-0.44164686919693547,-3.367945571687714e-05,-0.00036108418497153,0.000508015632379315
,,0.0,15.392157793045044,0.0,-0.4433911747401285,-3.522013946509834e-05,-0.0003624487905770976,0.00029294875813776097
,,0.0,15.641968250274658,0.0,-0.4432015763115187,-3.711297949862766e-05,-0.0003645805938042276,0.00026276393368288356
,,0.0,15.892006158828735,0.0,-0.4444529259403303,-3.843985407362594e-05,-0.0003664042602817141,0.00017220946031808458
,,0.0,16.142842769622803,0.0,-0.44445292594032904,-3.981703668938312e-05,-0.0003680015405757885,-1.6445692525344226e-05
,,0.0,16.392160654067993,0.0,-0.4451733999690383,-4.1169065284760947e-05,-0.00036955480133419954,0.00015900359961890543
,,0.0,16.642046689987183,0.0,-0.4453629983976459,-4.2313573212010965e-05,-0.00037137846781168626,-0.0001334118872883816
,,0.0,16.892420053482056,0.0,-0.4454767574548115,-4.3590139746251525e-05,-0.0003724538021828934,-8.436154754912328e-05
,,0.0,17.142038106918335,0.0,-0.4420260660541516,-4.4143528194592286e-05,-0.0003736926376865649,-0.00026169739122185566
,,0.0,17.39228630065918,0.0,-0.44384621096878635,-4.6344504977765416e-05,-0.0003754534191131036,0.00014013808433473106
