0,1,Cuentas de vueltas,Muestreo (s),Torque de referencia (N-m),Velocidad medida (m/s),Voltaje PAU (V),Voltaje celda #1 (V),Voltaje celda #2 (V),Voltaje de control difuso (V),Voltaje de excitacion (V)
Fecha,19_07_2022,,,,,,,,,
Hora de inicio,11_37_04,,,,,,,,,
Hora de finalización,11_38_25,,,,,,,,,
Voltage de salida analoga,0.0,,,,,,,,,
Voltaje offset celda 1,-0.024646878654629917,,,,,,,,,
Voltaje offset celda 2,-0.024656778343189297,,,,,,,,,
"ObservacionesEscriba sus observaciones antes de presionar ""Terminar"" o borre este campo si no tiene...",,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0,0.24999761581420898,0.0,0.0,-0.4554117151138535,-0.00026565612015823603,-0.0002655051960359611,0.95781,-0.00015227740257269583
,,0.0,0.50459885597229,0.0,0.0,-0.4553737954281298,-1.8023960169402628e-05,-1.904431719067949e-05,0.010208615871488594,-0.0003899828951554363
,,0.0,0.75457763671875,0.0,0.0,-0.4531744536562819,-1.7979940633738762e-05,-1.892483559387863e-05,0.19221164039860902,-0.00025792428816504346
,,0.0,1.0042665004730225,0.0,0.0,-0.4559046710282314,-1.7973652128644053e-05,-1.8340004620063867e-05,0.95781,-0.00015793705715805073
,,0.0,1.2542431354522705,0.0,0.0,-0.45025463785572634,-1.7634072853525937e-05,-1.7572806998500563e-05,0.5352742195257848,0.000521221493078381
,,0.0,1.504338026046753,0.0,0.0,-0.4541982851707649,-1.756489929748327e-05,-1.7025707055255274e-05,0.95781,-5.126383354800978e-06
,,0.0,1.7543838024139404,0.0,0.0,-0.45226438119896517,-1.6942337293100325e-05,-1.7120034631676814e-05,0.2002736774355422,-0.0002522646335797485
,,0.0,2.00430965423584,0.0,0.0,-0.44835865356964805,-1.5936176477935223e-05,-1.5956661189142107e-05,0.0580854952869731,-0.00038432324057008805
,,0.0,2.2542355060577393,0.0,0.0,-0.45852112934301825,-1.5911022457556005e-05,-1.5447292276464624e-05,0.95781,1.9398786514841506e-05
,,0.0,2.5041747093200684,0.0,0.0,-0.45245397962757367,-1.526330643279356e-05,-1.4981942899451005e-05,0.042724925648852816,-0.00035602496764364667
,,0.0,2.754143476486206,0.0,0.0,-0.4527952567990663,-1.5357634009215173e-05,-1.5139155526820887e-05,0.95781,-4.285741392355602e-05
,,0.0,3.0041329860687256,0.0,0.0,-0.44847241262681253,-1.4980323703528767e-05,-1.5195752072673512e-05,0.95781,8.542809001006458e-05
,,0.0,3.2541282176971436,0.0,0.0,-0.45427412454220706,-1.4760226025211029e-05,-1.4516593522437491e-05,0.95781,-6.549603226472245e-05
,,0.0,3.5041234493255615,0.0,0.0,-0.45260565837046074,-1.3873546806847242e-05,-1.4107840691277158e-05,0.0940160441776304,-0.0002692435973356866
,,0.0,3.7539710998535156,0.0,0.0,-0.451088870941598,-1.5074651279949857e-05,-1.4063821155613117e-05,0.95781,-1.2672589468512019e-05
,,0.0,3.9988372325897217,0.0,0.0,-0.45245397962757394,-1.3257273307558555e-05,-1.3699087860116269e-05,0.95781,-0.00011265982047558464
,,0.0,4.248779296875,0.0,0.0,-0.4500271197413951,-1.2974290578293516e-05,-1.3831146467105995e-05,0.07377846984319733,-0.0007031504488755002
,,0.0,4.498711347579956,0.0,0.0,-0.4501029591128398,-1.2760481405071182e-05,-1.330920054423982e-05,0.6479850181637197,0.0002986084127230959
,,0.0,4.7486584186553955,0.0,0.0,-0.45105095125587735,-1.2710173364313057e-05,-1.3133122401585879e-05,0.10690735173896025,-0.00034281910694453413
,,0.0,4.998723030090332,0.0,0.0,-0.45556339385673866,-1.2288843522962507e-05,-1.2227577667937619e-05,0.09756971642399336,-0.0003182939370749649
,,0.0,5.248375654220581,0.0,0.0,-0.45124054968448574,-1.1810917135759331e-05,-1.2586022458340312e-05,0.13215105301829252,-0.0003465922100014662
,,0.0,5.4985527992248535,0.0,0.0,-0.44945832445557404,-1.2320286048436539e-05,-1.2240154678126759e-05,0.95781,1.939878651477489e-05
,,0.0,5.748729944229126,0.0,0.0,-0.4553737954281315,-1.2244823987299196e-05,-1.1950883443767081e-05,0.09889960372288925,-0.00039752910126919397
,,0.0,5.99874210357666,0.0,0.0,-0.4545395623422583,-1.167885852876891e-05,-1.1686766229786655e-05,0.13048661752224644,-0.0007540873401432279
,,0.0,6.248651504516602,0.0,0.0,-0.4523781402561294,-1.1641127498200517e-05,-1.1881709887724342e-05,0.010153486942814876,-0.0005352473628447885
,,0.0,6.498511075973511,0.0,0.0,-0.4533261323991698,-1.1477626365736065e-05,-1.0988742164265847e-05,0.95781,-2.776500169604734e-05
,,0.0,6.748489618301392,0.0,0.0,-0.44983752131278926,-1.0704140239077703e-05,-1.1252859378246445e-05,0.09166279185408766,-0.00036734427681418987
,,0.0,6.998425722122192,0.0,0.0,-0.454539562342258,-1.0804756320594127e-05,-1.0341026139503302e-05,0.10947731064679538,-0.0006239152846812846
,,0.0,7.248358964920044,0.0,0.0,-0.45480500014230735,-1.0100443749978886e-05,-1.0416488200640853e-05,0.5142784461776119,0.0003212470310643023
,,0.0,7.4978907108306885,0.0,0.0,-0.45230230088468754,-9.578497827112016e-06,-9.592694033224194e-06,0.0,-0.0004145080650250321
,,0.0,7.747840404510498,0.0,0.0,-0.4518851843417511,-9.503035765974846e-06,-9.781349186067726e-06,0.7352125717903968,0.00017220946031799134
,,0.0,7.998438596725464,0.0,0.0,-0.45385700799926987,-9.459016230311153e-06,-9.353730839622466e-06,0.11582074727289927,-0.0005692052903567379
,,0.0,8.247730016708374,0.0,0.0,-0.4534019717706131,-8.672953093463582e-06,-8.423032085595056e-06,0.052206910093019095,-0.00042394082266723916
,,0.0,8.497687816619873,0.0,0.0,-0.45180934497030867,-8.56604850685238e-06,-8.800342391281843e-06,0.47353288351649026,0.0003061546188368336
,,0.0,8.747641324996948,0.0,0.0,-0.45359157019921864,-7.94348650246874e-06,-8.467051621258402e-06,0.11443679605487007,-0.0004937432292192944
,,0.0,8.99764633178711,0.0,0.0,-0.45598051039967563,-8.295642787776795e-06,-8.133760851235309e-06,0.09438396627974649,-0.00027301670039250544
,,0.0,9.24763298034668,0.0,0.0,-0.4523402205704083,-7.1637118707162246e-06,-7.951394203486311e-06,0.03772913826015441,-0.0003635711737573644
,,0.0,9.497329473495483,0.0,0.0,-0.45469124108514525,-7.6227727426353074e-06,-8.10231832576138e-06,0.11377553706001017,-0.00024849153052290966
,,0.0,9.74754023551941,0.0,0.0,-0.4587486474573472,-7.943486502469192e-06,-6.819463286426158e-06,0.09846211093003694,-0.0008182300921099617
,,0.0,9.997429132461548,0.0,0.0,-0.4520747827703588,-7.188865891095373e-06,-7.536352867231096e-06,0.95781,2.5058441100163085e-05
,,0.0,10.247397184371948,0.0,0.0,-0.452264381198965,-6.704650998797385e-06,-7.102446015691127e-06,0.0007424546418738703,-0.00015416395410119854
,,0.0,10.497127771377563,0.0,0.0,-0.4536294898849414,-7.534733671308476e-06,-7.20306209720762e-06,0.12490124762842002,-0.0004635584047643105
,,0.0,10.7472665309906,0.0,0.0,-0.4560942694568394,-7.125980840147484e-06,-6.492461021497427e-06,0.12311981301383924,-0.0006352345938518678
,,0.0,10.997255325317383,0.0,0.0,-0.4514301481130929,-6.880729141450804e-06,-6.146593241284568e-06,0.126772324583587,-0.0005937304602263738
,,0.0,11.2472083568573,0.0,0.0,-0.45234022057040774,-6.30847517782581e-06,-6.045977159767624e-06,0.1165157257988416,-0.00019378153619824978
,,0.0,11.497182607650757,0.0,0.0,-0.4505579953414976,-6.365071723679234e-06,-5.731551905029005e-06,0.009507519508202349,-0.0002749032519209416
,,0.0,11.747154712677002,0.0,0.0,-0.45605634977111914,-5.151390240386439e-06,-5.599493298038549e-06,0.1305988477096138,-0.0004673315078211559
,,0.0,11.997190475463867,0.0,0.0,-0.4557909119710701,-5.623028122494906e-06,-5.3542415993422176e-06,0.13036280362180114,-0.00048431047157709406
,,0.0,12.24702763557434,0.0,0.0,-0.4543120442279297,-5.050774158869946e-06,-5.178163456688381e-06,0.02362087242597556,-0.00023905877288064924
