0,1,Velocidad E (m/s),Velocidad N (m/s),Velocidad U (m/s),Aceleración X (g),Aceleración Y (g),Aceleración Z (g),Posición longitud (deg),Posición latitud (deg),Posición altitud (m)
Fecha,02_12_2022,,,,,,,,,
Hora de inicio,17_59_38,,,,,,,,,
Hora de finalización,18_00_01,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0128,0.0204,-0.0032,0.0024700000000000004,-0.11308000000000001,0.9913200000000001,108.8918994,34.2491554,1007.09
,,0.0122,0.020800000000000003,-0.0019,-0.0017200000000000002,-0.10627,0.9902900000000001,108.8918994,34.2491554,1007.09
,,0.0125,0.020800000000000003,-0.0022,0.0037,-0.10671000000000001,0.9902500000000001,108.8918994,34.2491554,1007.09
,,0.0125,0.020800000000000003,-0.0022,0.00093,-0.10515000000000001,1e-05,108.8918994,34.2491554,1007.09
,,0.0125,0.020800000000000003,-0.0022,-0.00322,-0.10615000000000001,1e-05,108.8918994,34.2491554,1007.09
,,0.0162,0.0216,-0.0058000000000000005,0.004920000000000001,-0.09993,1e-05,108.8918994,34.2491554,1007.09
,,0.0162,0.0216,-0.0058000000000000005,-0.05952,-0.11956000000000001,2e-05,108.8918994,34.2491554,1007.09
,,0.0,0.6129,0.2447,0.42394000000000004,0.45652000000000004,1e-05,108.8918996,34.2491558,1007.16
,,0.0,0.6129,0.2447,-0.26592000000000005,0.9559500000000001,1.3385900000000002,108.8918996,34.2491558,1007.16
,,0.0,0.6129,0.2447,-2.17736,1.3218100000000002,1e-05,108.8918996,34.2491558,1007.16
,,0.1557,0.8212,0.187,-1.19262,0.40037000000000006,0.00254,108.8919002,34.249156899999996,1007.14
,,0.2968,0.039400000000000004,-0.32730000000000004,-2.6819800000000003,-0.34517000000000003,0.00253,108.8919006,34.2491578,1007.16
,,0.24100000000000002,1.1141,0.5274,1.2166700000000001,2.0670300000000004,1.01664,108.8919009,34.2491582,1007.14
,,0.6321,1.0103,0.33480000000000004,-4.02088,-1.4079700000000002,0.00253,108.89190239999999,34.2491614,1007.2
,,0.6321,1.0103,0.33480000000000004,0.25151,-0.24058000000000002,1e-05,108.89190239999999,34.2491614,1007.2
,,0.6321,1.0103,0.33480000000000004,-3.05852,-1.05925,0.0,108.89190239999999,34.2491614,1007.2
,,0.6321,1.0103,0.33480000000000004,-4.33396,-0.5471,0.00255,108.89190239999999,34.2491614,1007.2
,,0.6321,1.0103,0.33480000000000004,-0.30720000000000003,1.3602900000000002,0.0,108.89190239999999,34.2491614,1007.2
,,1.3998000000000002,3.6397000000000004,0.9027000000000001,-0.65076,0.47441000000000005,-0.06794,108.89191699999999,34.2491893,1007.5500000000001
,,1.4461000000000002,3.5936000000000003,0.6812,-2.3639,-0.9673800000000001,0.00253,108.8919177,34.2491911,1007.59
,,1.4461000000000002,3.5936000000000003,0.6812,-0.25045,1.32694,0.37488000000000005,108.8919177,34.2491911,1007.59
,,3.2585,4.6357,0.29400000000000004,1.23269,0.72087,0.39381000000000005,108.89193859999999,34.2492224,1007.7
,,3.8637,5.038600000000001,0.1226,-0.23848000000000003,-0.26713000000000003,0.17967000000000002,108.89194649999999,34.2492327,1007.7
,,3.8637,5.038600000000001,0.1226,-1.6849,-0.51722,0.00255,108.89194649999999,34.2492327,1007.7
,,3.8637,5.038600000000001,0.1226,-0.90634,0.33936000000000005,0.00255,108.89194649999999,34.2492327,1007.7
,,3.8637,5.038600000000001,0.1226,-0.8315800000000001,0.10692000000000002,0.00255,108.89194649999999,34.2492327,1007.7
,,5.0149,5.6772,-0.052000000000000005,-0.85699,0.22641000000000003,-0.5293,108.89198119999999,34.249285199999996,1007.51
,,4.1491,0.0166,-0.044000000000000004,-0.8312,0.24771,-0.5372800000000001,108.8919705,34.249281599999996,1007.14
,,3.9715000000000003,3.968,-0.034,-0.7978500000000001,0.22819000000000003,-0.53052,108.8919676,34.249279,1007.08
,,3.9715000000000003,3.968,-0.034,-0.8203800000000001,0.22299000000000002,0.00255,108.8919676,34.249279,1007.08
,,3.9715000000000003,3.968,-0.034,-0.8169000000000001,0.21263,0.00255,108.8919676,34.249279,1007.08
,,0.0,0.0044,-0.051800000000000006,-0.8248200000000001,0.23054000000000002,0.00255,108.8919226,34.249220699999995,1006.89
,,0.0,0.0044,-0.051800000000000006,-0.7993300000000001,0.21371,-0.54178,108.8919226,34.249220699999995,1006.89
,,0.0,0.0044,-0.051800000000000006,-1.0208700000000002,0.27542,0.00255,108.8919226,34.249220699999995,1006.89
,,0.0,0.0044,-0.051800000000000006,0.5289900000000001,0.32727,0.00255,108.8919226,34.249220699999995,1006.89
