,Velocidad longitudinal (km/h)
535,0.1282014539699141
536,0.12669596362947005
537,0.12669596362947005
538,0.12669596362947005
539,0.12669596362947005
540,0.12652860546137382
541,0.12652860546137382
542,0.12652860546137382
543,0.12652860546137382
544,0.12426885048152654
545,0.12701879545956968
546,0.1287466908312598
547,0.1287466908312598
548,0.12912613368330983
549,0.12912613368330983
550,0.12912613368330983
551,0.12912613368330983
552,0.12787755393344055
553,0.12330722606562845
554,0.12330722606562845
555,0.12330722606562845
556,0.12371330728745393
557,0.12371330728745393
558,0.12371330728745393
559,0.12371330728745393
560,0.12119815840185032
561,0.12119815840185032
562,0.12119815840185032
563,0.12119815840185032
564,0.11903376999826563
565,0.11903376999826563
566,0.11903376999826563
567,0.11903376999826563
568,0.11903376999826563
569,0.12045591392704635
570,0.11651826981207712
571,0.11651826981207712
572,0.11651826981207712
573,0.11651826981207712
574,0.11651826981207712
575,0.11651826981207712
576,0.12196192192647672
577,0.12196192192647672
578,0.12157984043417726
579,0.12157984043417726
580,0.12157984043417726
581,0.12157984043417726
582,0.12189176838490777
583,0.12189176838490777
584,0.12358333868284996
585,0.12056668196479489
586,0.12106013712201057
587,0.12127779681376143
588,0.12198157893714937
589,0.12198157893714937
590,0.12198157893714937
591,0.12198157893714937
592,0.12214243488648817
593,0.12214243488648817
594,0.12371278349467366
595,0.12384261625143422
596,0.12384261625143422
597,0.12384261625143422
598,0.12440018649503706
599,0.12440018649503706
600,0.12128527693005446
601,0.12128527693005446
602,0.12128527693005446
603,0.12128527693005446
604,0.12757670633779505
605,0.12757670633779505
606,0.12757670633779505
607,0.12757670633779505
608,0.12295673385382354
609,0.12295673385382354
610,0.11784488788233455
611,0.11784488788233455
612,0.11784488788233455
613,0.11784488788233455
614,0.11784488788233455
615,0.11784488788233455
616,0.11784488788233455
617,0.12104675460333497
618,0.12104675460333497
619,0.12104675460333497
620,0.12104675460333497
621,0.12104675460333497
622,0.12062632548494545
623,0.12062632548494545
624,0.12505272488034797
625,0.12505272488034797
626,0.12325098295754075
627,0.12325098295754075
628,0.11706256788572514
629,0.11706256788572514
630,0.11706256788572514
631,0.11706256788572514
632,0.11539446087226198
633,0.11539446087226198
634,0.11539446087226198
635,0.09355914492982499
636,0.09355914492982499
637,0.09355914492982499
638,0.11792294433230541
639,0.11792294433230541
640,0.1181622884003183
641,0.12004853018675404
642,0.12004853018675404
643,0.12004853018675404
644,0.11921165043736287
645,0.11921165043736287
646,0.11921165043736287
647,0.11921165043736287
648,0.12736116205500012
649,0.12720232073354637
650,0.1311442991517359
651,0.1311442991517359
652,0.1378861095252165
653,0.1378861095252165
654,0.1378861095252165
655,0.1378861095252165
656,0.8181748282610509
657,0.8181748282610509
658,0.8181748282610509
659,0.8181748282610509
660,4.244530746077828
661,4.244530746077828
662,4.244530746077828
663,4.375715485814863
664,3.696078116057614
665,3.1151301324984804
666,6.54006876514307
667,6.54006876514307
668,2.6839422577991505
669,2.6839422577991505
670,2.6839422577991505
671,2.0451070860959826
672,3.483381281456281
673,7.55967099569816
674,7.55967099569816
675,7.55967099569816
676,7.390844486958172
677,7.390844486958172
678,7.390844486958172
679,7.390844486958172
680,9.82569985831035
681,9.82569985831035
682,0.9287007853986126
683,0.9287007853986126
684,10.835083360565344
685,10.835083360565344
686,10.835083360565344
687,10.835083360565344
688,7.736087234254795
689,7.736087234254795
690,7.388441071186803
691,7.388441071186803
692,7.17825537567451
693,7.17825537567451
694,7.322701046908852
695,7.227911643621552
696,7.227911643621552
697,7.227911643621552
698,7.9565837812970965
699,7.9565837812970965
700,4.199047808634715
701,4.199047808634715
702,4.199047808634715
703,4.199047808634715
704,6.44416412975337
705,6.44416412975337
706,7.384041684497726
707,7.384041684497726
708,7.384041684497726
709,13.600677234490936
710,13.600677234490936
711,13.600677234490936
712,13.600677234490936
713,10.826708578621668
714,9.733149545424647
715,9.733149545424647
716,9.733149545424647
717,9.733149545424647
718,11.810202670775807
719,11.810202670775807
720,12.415912884037164
721,12.797269569029169
722,13.117515070591688
723,13.117515070591688
724,13.943085273611434
725,14.329543774119259
726,14.329543774119259
727,14.329543774119259
728,15.328141053943886
729,14.3925955513243
730,13.651322524766602
731,13.651322524766602
732,11.786847127132853
733,11.786847127132853
734,11.786847127132853
735,11.786847127132853
736,8.519046450301818
737,7.748516439267584
738,7.1365094116381576
739,7.1365094116381576
740,5.97566112412677
741,5.97566112412677
742,5.0376911640155155
743,5.0376911640155155
744,4.554919472394654
745,4.378790576586188
746,4.378790576586188
747,4.378790576586188
748,4.378790576586188
749,4.378790576586188
750,4.378790576586188
751,4.378790576586188
752,4.378790576586188
753,4.378790576586188
754,2.9303922825451205
755,2.9303922825451205
756,2.9303922825451205
757,2.9303922825451205
758,1.9169207645596622
759,1.9169207645596622
760,1.7614642917754533
761,1.6244237200927598
762,1.6244237200927598
763,1.6244237200927598
764,1.6244237200927598
765,1.6244237200927598
766,1.6244237200927598
767,1.6244237200927598
768,1.6244237200927598
769,1.6244237200927598
770,0.9932285827542421
771,1.0047187236236819
772,0.9373867035540882
773,0.9373867035540882
774,0.9373867035540882
775,0.9373867035540882
776,0.8466742334570008
777,0.8466742334570008
778,0.8122980999608457
779,0.8157503088568216
780,0.8157503088568216
781,0.8157503088568216
782,0.8157503088568216
783,0.8157503088568216
784,0.7013795103936242
785,0.6751536785058643
786,0.6751536785058643
787,0.6485951267161973
788,0.6197299360205217
789,0.6197299360205217
