0,1,Velocidad E (m/s),Velocidad N (m/s),Velocidad U (m/s),Aceleración X (g),Aceleración Y (g),Aceleración Z (g),Posición longitud (deg),Posición latitud (deg),Posición altitud (m)
,,0.016,0.0083,0.033800000000000004,-0.18225000000000002,-0.10988,0.0038000000000000004,108.89191629999999,34.2489354,990.91
,,0.016,0.0073,0.0339,-0.18139000000000002,-0.11075000000000002,0.0038100000000000005,108.89191629999999,34.2489354,0.01
,,0.0155,0.0076,0.0345,-0.17913,-0.11499000000000001,0.9742700000000001,108.89191629999999,2e-06,990.91
,,0.0158,0.007500000000000001,0.0341,-0.18449000000000002,-0.11016000000000001,0.0037900000000000004,108.89191629999999,34.2489354,990.91
,,0.0,0.0077,0.034,-0.17729,-0.1155,0.9716500000000001,6.4e-06,34.2489354,0.01
,,0.0166,0.0074,0.0333,-0.17770000000000002,-0.11006,0.97174,108.8919164,34.2489354,990.91
,,0.0166,0.0079,0.0335,-0.18350000000000002,-0.11174,0.9748500000000001,108.8919164,2e-06,990.91
,,0.0175,0.0076,0.033100000000000004,-0.1814,-0.11534000000000001,0.97472,108.8919164,34.2489354,990.91
,,0.0,0.0078000000000000005,0.0334,-0.18118,-0.11502000000000001,0.97491,108.8919164,34.2489354,990.91
,,0.0172,0.007200000000000001,0.0329,-0.18107,-0.11203,0.9734300000000001,108.8919164,2e-06,990.91
,,0.016800000000000002,0.007,0.0327,-0.18312,-0.10967,0.97777,108.8919164,34.2489354,990.91
,,0.0178,0.0074,0.0328,-0.17812000000000003,-0.11402000000000001,0.9687600000000001,108.8919164,34.2489354,990.91
,,0.0,0.007,0.0327,-0.18116000000000002,-0.11045,0.9686100000000001,6.4e-06,34.2489354,0.01
,,0.018600000000000002,0.006900000000000001,0.0317,-0.17726,-0.11316000000000001,0.9739200000000001,108.8919164,34.2489354,990.9200000000001
,,0.018600000000000002,0.006900000000000001,0.0317,-0.18251,0.00255,0.0038100000000000005,108.8919164,34.2489354,990.9200000000001
,,0.018600000000000002,0.006900000000000001,0.0317,-0.17815,0.00255,0.0038000000000000004,108.8919164,34.2489354,990.9200000000001
,,0.018600000000000002,0.006900000000000001,0.0317,-0.18001,-0.10980000000000001,0.9738500000000001,108.8919164,34.2489354,990.9200000000001
,,0.018600000000000002,0.006900000000000001,0.0317,-0.17911000000000002,-0.11388000000000001,0.9769500000000001,108.8919164,34.2489354,990.9200000000001
,,0.0179,0.0059,0.0324,-0.17711000000000002,-0.10967,0.9803000000000001,6.4e-06,34.2489354,0.01
,,0.0182,0.0053,0.0325,-0.18221,-0.11152000000000001,0.0037900000000000004,108.8919164,34.2489354,0.01
,,0.0181,0.0061,0.032600000000000004,-0.18220000000000003,-0.11293,0.97745,108.8919164,2e-06,990.9200000000001
,,0.018600000000000002,0.0056,0.0328,-0.18135,-0.11367000000000001,0.97616,6.4e-06,34.2489354,0.01
,,0.0179,0.0053,0.0328,-0.17922000000000002,-0.11812,0.9734600000000001,108.8919164,34.2489354,990.9200000000001
,,0.018600000000000002,0.0053,0.0327,-0.17883000000000002,-0.11282,0.9764,6.4e-06,34.2489354,0.01
,,0.019,0.0054,0.033,-0.17733000000000002,-0.11508000000000002,0.9749700000000001,108.8919164,2e-06,990.9200000000001
,,0.019,0.0054,0.033,-0.18521,-0.10585000000000001,0.9734100000000001,108.8919164,2e-06,990.9200000000001
,,0.019,0.0054,0.033,-0.17987,-0.11231000000000001,0.0038000000000000004,108.8919164,2e-06,990.9200000000001
,,0.019,0.0054,0.033,-0.18174,0.00255,0.0037900000000000004,108.8919164,2e-06,990.9200000000001
,,0.019,0.0054,0.033,-0.18004,0.00255,0.0037900000000000004,108.8919164,2e-06,990.9200000000001
,,0.0,0.0045000000000000005,0.0324,-0.18211000000000002,-0.11062000000000001,0.9731500000000001,6.4e-06,34.2489354,0.01
,,0.018500000000000003,0.0046,0.032600000000000004,-0.17978000000000002,0.00255,0.0038100000000000005,108.8919164,34.2489354,990.9200000000001
,,0.019,0.0044,0.0329,-0.17905000000000001,-0.11178,0.9783600000000001,6.4e-06,34.2489354,0.01
,,0.0196,0.004200000000000001,0.033,-0.18096,-0.11257,0.9764700000000001,108.8919164,34.2489354,990.9200000000001
,,0.0196,0.004200000000000001,0.033,-0.18246,-0.11065000000000001,0.97462,108.8919164,34.2489354,990.9200000000001
,,0.0196,0.004200000000000001,0.033,-0.17872000000000002,-0.11289,0.0038000000000000004,108.8919164,34.2489354,990.9200000000001
,,0.0193,0.0034000000000000002,0.0318,-0.17693,-0.10994000000000001,0.97516,108.8919164,34.2489353,990.9200000000001
