0,1,Velocidad E (m/s),Velocidad N (m/s),Velocidad U (m/s),Aceleración X (g),Aceleración Y (g),Aceleración Z (g),Posición longitud (deg),Posición latitud (deg),Posición altitud (m)
,,0.037000000000000005,-0.0074,0.0031000000000000003,-0.16571000000000002,0.00255,0.0038200000000000005,108.8919239,34.2489284,0.01
,,0.037000000000000005,-0.0074,0.0031000000000000003,-0.16711,0.00255,0.0038100000000000005,108.8919239,34.2489284,0.01
,,0.037000000000000005,-0.0074,0.0031000000000000003,-0.16724000000000003,0.00255,0.0038200000000000005,108.8919239,34.2489284,0.01
,,0.037000000000000005,-0.0074,0.0031000000000000003,-0.16605,0.00255,0.0038100000000000005,108.8919239,34.2489284,0.01
,,0.037000000000000005,-0.0074,0.0031000000000000003,-0.16483,-0.11089,0.9789500000000001,108.8919239,34.2489284,0.01
,,0.04,-0.0059,0.0086,-0.16683,-0.11581000000000001,0.9816400000000001,108.8919239,34.2489284,0.01
,,0.04,-0.0059,0.0086,-0.16681,-0.12438,0.0038000000000000004,108.8919239,34.2489284,0.01
,,0.04,-0.0059,0.0086,-0.16504000000000002,0.00255,0.0038300000000000005,108.8919239,34.2489284,0.01
,,0.04,-0.0059,0.0086,-0.16847,0.00255,0.97784,108.8919239,34.2489284,0.01
,,0.04,-0.0059,0.0086,-0.16736,0.00255,0.0038300000000000005,108.8919239,34.2489284,0.01
,,0.04,-0.0059,0.0086,-0.16853,0.00255,0.0038100000000000005,108.8919239,34.2489284,0.01
,,0.04,-0.0059,0.0086,-0.16568000000000002,0.00255,0.0038100000000000005,108.8919239,34.2489284,0.01
,,0.04,-0.0059,0.0086,-0.17398000000000002,-0.11185,0.9805200000000001,108.8919239,34.2489284,0.01
,,0.04,-0.0059,0.0086,-0.16621000000000002,-0.12624000000000002,0.97923,108.8919239,34.2489284,0.01
,,0.0429,-0.004200000000000001,0.012,-0.16653,-0.11401000000000001,0.0038000000000000004,108.8919241,2e-06,0.01
,,0.0429,-0.004200000000000001,0.012,-0.16536,0.00255,0.0038200000000000005,108.8919241,2e-06,0.01
,,0.0429,-0.004200000000000001,0.012,-0.16867000000000001,0.00255,0.0038100000000000005,108.8919241,2e-06,0.01
,,0.0001,-0.004200000000000001,0.012,-0.16314,0.00255,0.0038000000000000004,108.8919241,2e-06,0.01
,,0.0001,-0.004200000000000001,0.012,-0.16703,0.00255,0.0038200000000000005,108.8919241,2e-06,0.01
,,0.0001,-0.004200000000000001,0.012,-0.16460000000000002,0.00255,0.0038100000000000005,108.8919241,2e-06,0.01
,,0.0001,-0.004200000000000001,0.012,-0.16888,-0.11953000000000001,0.9783000000000001,108.8919241,2e-06,0.01
,,0.0001,-0.004200000000000001,0.012,-0.16218000000000002,-0.11705000000000002,0.98106,108.8919241,2e-06,0.01
,,0.0001,-0.004200000000000001,0.012,-0.16631,-0.12309,0.0037900000000000004,108.8919241,2e-06,0.01
,,0.0001,-0.004200000000000001,0.012,-0.16264,0.00255,0.0038300000000000005,108.8919241,2e-06,0.01
,,0.0001,-0.004200000000000001,0.012,-0.16983,0.00255,0.0038100000000000005,108.8919241,2e-06,0.01
,,0.0001,-0.004200000000000001,0.012,-0.16622,0.00255,0.0038300000000000005,108.8919241,2e-06,0.01
,,0.0001,-0.004200000000000001,0.012,-0.16925,0.00255,0.0038200000000000005,108.8919241,2e-06,0.01
,,0.0001,-0.004200000000000001,0.012,-0.16628,0.00255,0.0038000000000000004,108.8919241,2e-06,0.01
,,0.0001,-0.004200000000000001,0.012,-0.16637000000000002,-0.11345000000000001,0.9800700000000001,108.8919241,2e-06,0.01
,,0.0001,-0.004200000000000001,0.012,-0.15988000000000002,-0.12066,0.97755,108.8919241,2e-06,0.01
,,0.0485,-0.0009000000000000001,0.0134,-0.16457000000000002,-0.11655000000000001,0.0038100000000000005,108.8919244,2e-06,0.01
,,0.0485,-0.0009000000000000001,0.0134,-0.16602,0.00255,0.0038200000000000005,108.8919244,2e-06,0.01
,,0.0485,-0.0009000000000000001,0.0134,-0.16303,0.00255,0.0038000000000000004,108.8919244,2e-06,0.01
,,0.0485,-0.0009000000000000001,0.0134,-0.16398000000000001,0.00255,0.0038100000000000005,108.8919244,2e-06,0.01
,,0.0485,-0.0009000000000000001,0.0134,-0.16453,0.00255,0.0038100000000000005,108.8919244,2e-06,0.01
,,0.0485,-0.0009000000000000001,0.0134,-0.16542,0.00255,0.0038200000000000005,108.8919244,2e-06,0.01
,,0.0485,-0.0009000000000000001,0.0134,-0.16651000000000002,-0.11912,0.9727100000000001,108.8919244,2e-06,0.01
,,0.0514,0.0009000000000000001,0.011300000000000001,-0.16955,-0.11341000000000001,0.98177,108.8919246,34.2489285,0.01
,,0.0514,0.0009000000000000001,0.011300000000000001,-0.16658,-0.11865,0.0038100000000000005,108.8919246,34.2489285,0.01
,,0.0514,0.0009000000000000001,0.011300000000000001,-0.16706000000000001,0.00255,0.0038000000000000004,108.8919246,34.2489285,0.01
,,0.0521,0.0009000000000000001,0.011300000000000001,-0.1683,0.00255,0.0038100000000000005,108.8919246,34.2489285,0.01
,,0.0521,0.0009000000000000001,0.011300000000000001,-0.16533,0.00255,0.0038100000000000005,108.8919246,34.2489285,0.01
,,0.0521,0.0009000000000000001,0.011300000000000001,-0.1635,0.00255,0.0038200000000000005,108.8919246,34.2489285,0.01
,,0.0521,0.0009000000000000001,0.011300000000000001,-0.16921000000000003,0.00255,0.0038300000000000005,108.8919246,34.2489285,0.01
,,0.0521,0.0009000000000000001,0.011300000000000001,-0.16502,-0.11422000000000002,0.97955,108.8919246,34.2489285,0.01
,,0.0521,0.0009000000000000001,0.011300000000000001,-0.17132000000000003,-0.11617000000000001,0.98062,108.8919246,34.2489285,0.01
,,0.051300000000000005,0.0019,0.013000000000000001,-0.16109,-0.11802000000000001,0.0038200000000000005,108.89192469999999,2e-06,0.01
,,0.051300000000000005,0.0019,0.013000000000000001,-0.16981000000000002,0.00255,0.0038100000000000005,108.89192469999999,2e-06,0.01
,,0.052000000000000005,0.0022,0.013000000000000001,-0.16785000000000003,0.00255,0.0038300000000000005,108.89192469999999,2e-06,0.01
,,0.0002,0.0022,0.013000000000000001,-0.16160000000000002,0.00255,0.0038200000000000005,108.89192469999999,2e-06,0.01
,,0.0002,0.0022,0.013000000000000001,-0.16287000000000001,0.00255,0.0038200000000000005,108.89192469999999,2e-06,0.01
,,0.0002,0.0022,0.013000000000000001,-0.16769,0.00255,0.0038100000000000005,108.89192469999999,2e-06,0.01
,,0.0512,0.0032,0.0129,-0.16656,-0.11714000000000001,0.9765600000000001,108.89192469999999,34.2489285,994.84
,,0.0512,0.0032,0.0129,-0.16822,-0.11371,0.9788600000000001,108.89192469999999,34.2489285,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16598000000000002,-0.11903000000000001,0.0038100000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16137,0.00255,0.0038100000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16907000000000003,0.00255,0.0038100000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16481,0.00255,0.0038200000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16816,0.00255,0.0038100000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.17022,0.00255,0.0038300000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16742,-0.11741000000000001,0.9807600000000001,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16297,-0.11894,0.97813,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16407000000000002,-0.11467000000000001,0.0038200000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16373000000000001,0.00255,0.0038200000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16620000000000001,0.00255,0.0038100000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16511,0.00255,0.0038100000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16727,0.00255,0.0038100000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16615000000000002,0.00255,0.0038200000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16946000000000003,-0.11822,0.9795100000000001,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16106,-0.11684000000000001,0.9812900000000001,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16735000000000003,-0.11780000000000002,0.0038100000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16597,0.00255,0.0038300000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16528,0.00255,0.0038100000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.1647,0.00255,0.0038100000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16799,0.00255,0.0038200000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16846000000000003,0.00255,0.0038100000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.17099,-0.11390000000000002,0.9757100000000001,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16738,-0.11268,0.9770500000000001,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16851000000000002,-0.11536,0.0038000000000000004,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16495,0.00255,0.0038200000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16611,0.00255,0.0038300000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16428,0.00255,0.0038200000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16203,0.00255,0.0038100000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16933,0.00255,0.0038300000000000005,108.89192469999999,2e-06,994.84
,,0.0502,0.0034000000000000002,0.0135,-0.16476000000000002,-0.11403,0.98118,108.89192469999999,2e-06,994.84
,,0.0373,0.008700000000000001,0.0137,-0.16846000000000003,-0.11724000000000001,0.9717800000000001,108.8919243,34.2489285,0.01
,,0.0373,0.008700000000000001,0.0137,-0.16311,-0.11898000000000002,0.0038300000000000005,108.8919243,34.2489285,0.01
,,0.0373,0.008700000000000001,0.0137,-0.17040000000000002,0.00255,0.0038200000000000005,108.8919243,34.2489285,0.01
,,0.0373,0.008700000000000001,0.0137,-0.16011,0.00255,0.0038200000000000005,108.8919243,34.2489285,0.01
,,0.0373,0.008700000000000001,0.0137,-0.17026000000000002,0.00255,0.0038000000000000004,108.8919243,34.2489285,0.01
,,0.0373,0.008700000000000001,0.0137,-0.16344,0.00255,0.0038200000000000005,108.8919243,34.2489285,0.01
,,0.0373,0.008700000000000001,0.0137,-0.16534000000000001,0.00255,0.0038200000000000005,108.8919243,34.2489285,0.01
,,0.0373,0.008700000000000001,0.0137,-0.16317,-0.11347000000000002,0.9771200000000001,108.8919243,34.2489285,0.01
,,0.0373,0.008700000000000001,0.0137,-0.1627,-0.11917000000000001,0.97884,108.8919243,34.2489285,0.01
,,0.0352,0.011000000000000001,0.0142,-0.16464,-0.11752000000000001,0.0038200000000000005,108.89192419999999,2e-06,0.01
,,0.0352,0.011000000000000001,0.0142,-0.16438000000000003,0.00255,0.0038000000000000004,108.89192419999999,2e-06,0.01
,,0.0352,0.011000000000000001,0.0142,-0.16454000000000002,0.00255,0.0038200000000000005,108.89192419999999,2e-06,0.01
,,0.0352,0.011000000000000001,0.0142,-0.17094,0.00255,0.0038300000000000005,108.89192419999999,2e-06,0.01
,,0.0352,0.011000000000000001,0.0142,-0.16383,0.00255,0.0038200000000000005,108.89192419999999,2e-06,0.01
,,0.0352,0.011000000000000001,0.0142,-0.16604000000000002,0.00255,0.0038400000000000005,108.89192419999999,2e-06,0.01
,,0.0352,0.011000000000000001,0.0142,-0.16414,-0.11781000000000001,0.9773100000000001,108.89192419999999,2e-06,0.01
,,0.0352,0.011000000000000001,0.0142,-0.16806000000000001,-0.11821000000000001,0.9759300000000001,108.89192419999999,2e-06,0.01
,,0.0352,0.011000000000000001,0.0142,-0.16935,-0.12050000000000001,0.0038200000000000005,108.89192419999999,2e-06,0.01
,,0.0325,0.0129,0.013800000000000002,-0.16532000000000002,0.00255,0.0037800000000000004,6.4e-06,2e-06,0.01
,,0.0325,0.0129,0.013800000000000002,-0.16577,0.00255,0.0038200000000000005,6.4e-06,2e-06,0.01
,,0.0325,0.0129,0.013800000000000002,-0.16753,0.00255,0.0038200000000000005,6.4e-06,2e-06,0.01
,,0.0325,0.0129,0.013800000000000002,-0.16665000000000002,0.00255,0.0038100000000000005,6.4e-06,2e-06,0.01
,,0.0325,0.0129,0.013800000000000002,-0.16621000000000002,0.00255,0.0038000000000000004,6.4e-06,2e-06,0.01
,,0.0325,0.0129,0.013800000000000002,-0.16998000000000002,-0.11510000000000001,0.9796100000000001,6.4e-06,2e-06,0.01
,,0.0309,0.014,0.013000000000000001,-0.16368000000000002,-0.11973,0.9773000000000001,108.89192399999999,34.2489286,0.01
,,0.0309,0.014,0.013000000000000001,-0.16658,-0.12043000000000001,0.0038100000000000005,108.89192399999999,34.2489286,0.01
,,0.0309,0.014,0.013000000000000001,-0.16504000000000002,0.00255,0.0038200000000000005,108.89192399999999,34.2489286,0.01
,,0.0309,0.014,0.013000000000000001,-0.16416,0.00255,0.0038000000000000004,108.89192399999999,34.2489286,0.01
,,0.0001,0.014,0.013000000000000001,-0.16446000000000002,0.00255,0.0038200000000000005,108.89192399999999,34.2489286,0.01
,,0.0001,0.014,0.013000000000000001,-0.16499000000000003,0.00255,0.0038100000000000005,108.89192399999999,34.2489286,0.01
,,0.0001,0.014,0.013000000000000001,-0.16646000000000002,0.00255,0.0038000000000000004,108.89192399999999,34.2489286,0.01
,,0.0001,0.014,0.013000000000000001,-0.16582000000000002,-0.11953000000000001,0.9751500000000001,108.89192399999999,34.2489286,0.01
,,0.0001,0.014,0.013000000000000001,-0.16302000000000003,-0.11522,0.9833000000000001,108.89192399999999,34.2489286,0.01
,,0.0001,0.014,0.013000000000000001,-0.16837000000000002,-0.11614000000000001,0.0038000000000000004,108.89192399999999,34.2489286,0.01
,,0.0001,0.014,0.013000000000000001,-0.16098,0.00255,0.0038100000000000005,108.89192399999999,34.2489286,0.01
,,0.0001,0.014,0.013000000000000001,-0.16676000000000002,0.00255,0.0038000000000000004,108.89192399999999,34.2489286,0.01
,,0.0001,0.014,0.013000000000000001,-0.16922,0.00255,0.0038100000000000005,108.89192399999999,34.2489286,0.01
,,0.0001,0.014,0.013000000000000001,-0.16883,0.00255,0.0038200000000000005,108.89192399999999,34.2489286,0.01
,,0.0001,0.014,0.013000000000000001,-0.1693,0.00255,0.0038200000000000005,108.89192399999999,34.2489286,0.01
,,0.0001,0.014,0.013000000000000001,-0.16491,-0.11725000000000001,0.9782600000000001,108.89192399999999,34.2489286,0.01
,,0.0274,0.014400000000000001,0.013600000000000001,-0.16451000000000002,-0.11657000000000001,0.9789800000000001,108.8919239,34.2489286,0.01
,,0.0274,0.014400000000000001,0.013600000000000001,-0.16999,-0.11969,0.0038100000000000005,108.8919239,34.2489286,0.01
,,0.0274,0.014400000000000001,0.013600000000000001,-0.16751000000000002,0.00255,0.0038200000000000005,108.8919239,34.2489286,0.01
,,0.0274,0.014400000000000001,0.013600000000000001,-0.16668000000000002,0.00255,0.0038200000000000005,108.8919239,34.2489286,0.01
,,0.0001,0.014400000000000001,0.013600000000000001,-0.16359,0.00255,0.0038300000000000005,108.8919239,34.2489286,0.01
,,0.0001,0.014400000000000001,0.013600000000000001,-0.16857000000000003,0.00255,0.0038000000000000004,108.8919239,34.2489286,0.01
,,0.0001,0.014400000000000001,0.013600000000000001,-0.16695000000000002,0.00255,0.0038100000000000005,108.8919239,34.2489286,0.01
,,0.0001,0.014400000000000001,0.013600000000000001,-0.16533,-0.11492000000000001,0.9745400000000001,108.8919239,34.2489286,0.01
,,0.026000000000000002,0.016800000000000002,0.0149,-0.16638,-0.11836,0.98035,108.8919238,34.2489286,0.01
,,0.026000000000000002,0.016800000000000002,0.0149,-0.16417,-0.11426000000000001,0.0038300000000000005,108.8919238,34.2489286,0.01
,,0.026000000000000002,0.016800000000000002,0.0149,-0.16178,0.00255,0.0038100000000000005,108.8919238,34.2489286,0.01
,,0.026000000000000002,0.016800000000000002,0.0149,-0.16561,0.00255,0.0038300000000000005,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.16376000000000002,0.00255,0.0038100000000000005,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.16702,0.00255,0.0038000000000000004,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.16874,0.00255,0.0038200000000000005,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.17039,-0.11776,0.9808100000000001,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.16777,-0.11515000000000002,0.98157,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.1695,-0.12084,0.0038000000000000004,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.16798000000000002,0.00255,0.0038200000000000005,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.16643000000000002,0.00255,0.0038000000000000004,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.16240000000000002,0.00255,0.0038000000000000004,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.16755,0.00255,0.0038100000000000005,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.1648,0.00255,0.0037700000000000003,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.1693,-0.1033,1.0017,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.29014,-0.18298,1.0854400000000002,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.19003,-0.059300000000000005,0.00287,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.15966000000000002,0.00255,0.00386,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.18874000000000002,0.00255,0.00369,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.15906,0.00255,0.0039000000000000003,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.16637000000000002,0.00255,0.0038000000000000004,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.17343,0.00255,0.0037600000000000003,108.8919238,34.2489286,0.01
,,0.0001,0.016800000000000002,0.0149,-0.15484,-0.11412000000000001,0.9668200000000001,108.8919238,34.2489286,0.01
,,0.0264,0.015700000000000002,0.0201,-0.15616000000000002,-0.12201000000000001,0.95962,108.8919238,34.2489286,0.01
,,0.0264,0.015700000000000002,0.0201,-0.15619000000000002,-0.11473000000000001,0.0038400000000000005,108.8919238,34.2489286,0.01
,,0.0264,0.015700000000000002,0.0201,-0.1648,0.00255,0.00387,108.8919238,34.2489286,0.01
,,0.0264,0.015700000000000002,0.0201,-0.22106,0.00255,0.00393,108.8919238,34.2489286,0.01
,,0.0001,0.015700000000000002,0.0201,-0.1645,0.00255,0.0041600000000000005,108.8919238,34.2489286,0.01
,,0.0001,0.015700000000000002,0.0201,-0.08135,0.00255,0.00427,108.8919238,34.2489286,0.01
,,6.5532,0.015700000000000002,0.0201,-0.15394000000000002,-0.06139000000000001,1.16018,108.8919238,34.2489286,0.01
,,-0.1057,-0.022000000000000002,0.24330000000000002,0.12383000000000001,-0.31393000000000004,0.9710500000000001,108.8919236,34.2489286,994.9
,,0.0307,0.13190000000000002,0.2817,-0.20725000000000002,0.34343,0.8512200000000001,108.89192349999999,34.2489286,994.91
,,0.0523,0.15910000000000002,0.2587,0.31028,-0.12231000000000002,0.0029700000000000004,108.89192349999999,34.2489286,994.9200000000001
,,0.0523,0.15910000000000002,0.2587,0.30546,0.0,0.0032500000000000003,108.89192349999999,34.2489286,994.9200000000001
,,-0.041600000000000005,0.0969,0.2587,0.19996000000000003,0.0,0.00333,108.89192349999999,34.2489286,994.9200000000001
,,6.5535000000000005,0.0969,0.2587,0.40047000000000005,0.0,0.0038200000000000005,108.89192349999999,34.2489286,994.9200000000001
,,0.0521,0.1028,0.0073,0.22110000000000002,0.29911000000000004,1.07071,108.8919234,34.2489288,994.94
,,-0.0128,0.0941,0.0466,0.39059000000000005,0.29660000000000003,0.9703400000000001,108.89192349999999,34.248928899999996,994.94
,,-0.0128,0.0941,0.0466,0.253,0.25581000000000004,0.86336,108.89192349999999,34.248928899999996,994.94
,,0.010100000000000001,0.06760000000000001,0.08360000000000001,0.13768000000000002,0.22912000000000002,0.89368,108.8919234,34.248929,0.01
,,0.010100000000000001,0.06760000000000001,0.08360000000000001,0.21973,0.04728,0.004030000000000001,108.8919234,34.248929,0.01
,,0.01,0.125,0.0517,0.21299,0.0,0.0039900000000000005,6.4e-06,34.248929,0.01
,,0.042100000000000005,0.1406,0.0517,0.2388,0.0,0.0038200000000000005,6.4e-06,34.248929,0.01
,,0.042100000000000005,0.1406,0.0517,0.06251000000000001,0.0,0.004200000000000001,6.4e-06,34.248929,0.01
,,0.042100000000000005,0.1406,0.0517,0.026590000000000003,0.0,0.0039700000000000004,6.4e-06,34.248929,0.01
,,0.042100000000000005,0.1406,0.0517,0.21120000000000003,0.0,0.0036000000000000003,6.4e-06,34.248929,0.01
,,0.042100000000000005,0.1406,0.0517,-0.12822,0.0274,0.61219,6.4e-06,34.248929,0.01
,,-0.33990000000000004,0.2827,0.0444,0.15721000000000002,0.39485000000000003,0.6025900000000001,108.89192299999999,34.2489299,0.01
,,-0.33990000000000004,0.2827,0.0444,0.09311000000000001,-0.041210000000000004,0.00317,108.89192299999999,34.2489299,0.01
,,-0.33990000000000004,0.2827,0.0444,0.13581000000000001,0.00255,0.004,108.89192299999999,34.2489299,0.01
,,-0.33990000000000004,0.2827,0.0444,0.025570000000000002,0.0,0.0041,108.89192299999999,34.2489299,0.01
,,6.5534,0.2827,0.0444,-0.16832000000000003,0.00255,0.00447,108.89192299999999,34.2489299,0.01
,,-0.0434,0.0079,-0.16640000000000002,0.114,-0.06239000000000001,1.0228700000000002,108.8919222,34.2489304,994.9200000000001
,,0.0269,0.029400000000000003,-0.1087,0.019610000000000002,0.0,0.00604,108.8919222,34.2489304,994.91
,,0.0269,0.029400000000000003,-0.1087,-0.039670000000000004,-0.05503,0.9804700000000001,108.8919222,34.2489304,994.91
,,0.024,-0.006500000000000001,-0.077,0.07531,-0.040040000000000006,1.20699,108.89192229999999,34.2489304,0.01
,,0.024,-0.006500000000000001,-0.077,0.01072,0.0031400000000000004,0.00387,108.89192229999999,34.2489304,0.01
,,-0.025500000000000002,-0.0031000000000000003,-0.055200000000000006,-0.00515,0.00255,0.00391,6.4e-06,34.2489304,0.01
,,0.0046,0.006200000000000001,-0.055200000000000006,-0.11641000000000001,0.00255,0.0037900000000000004,6.4e-06,34.2489304,0.01
,,0.0046,0.006200000000000001,-0.055200000000000006,0.0114,0.00255,0.00411,6.4e-06,34.2489304,0.01
,,0.0046,0.006200000000000001,-0.055200000000000006,-0.039450000000000006,0.00255,0.00394,6.4e-06,34.2489304,0.01
,,0.0046,0.006200000000000001,-0.055200000000000006,-0.033240000000000006,0.00255,0.0038900000000000002,6.4e-06,34.2489304,0.01
,,-0.0036000000000000003,-0.008,-0.0368,-0.02951,-0.051800000000000006,0.9993700000000001,108.8919222,34.2489304,994.89
,,-0.0051,-0.0088,-0.0368,-0.03216,-0.04811000000000001,0.9991300000000001,108.8919222,34.2489304,0.01
,,-0.0051,-0.0088,-0.0368,-0.02068,-0.05034,0.00388,108.8919222,34.2489304,0.01
,,-0.0051,-0.0088,-0.0368,-0.02383,0.00255,0.0038900000000000002,108.8919222,34.2489304,0.01
,,-0.0077,-0.0137,-0.0368,-0.01801,0.00255,0.00388,108.8919222,34.2489304,0.01
,,6.5535000000000005,-0.0137,-0.0368,-0.020950000000000003,0.00255,0.0038900000000000002,108.8919222,34.2489304,0.01
,,6.5535000000000005,-0.0137,-0.0368,-0.019880000000000002,0.00255,0.0038900000000000002,108.8919222,34.2489304,0.01
,,6.5535000000000005,-0.0137,-0.0368,-0.02891,0.00255,0.00388,108.8919222,34.2489304,0.01
,,6.5535000000000005,-0.0137,-0.0368,-0.0222,-0.052430000000000004,0.9999000000000001,108.8919222,34.2489304,0.01
,,6.5535000000000005,-0.0137,-0.0368,-0.02443,-0.0459,1.00237,108.8919222,34.2489304,0.01
,,-0.011000000000000001,-0.0206,-0.0342,-0.022770000000000002,-0.049600000000000005,0.0039000000000000003,108.8919222,2e-06,0.01
,,-0.011000000000000001,-0.0206,-0.0342,-0.023520000000000003,0.00255,0.0038900000000000002,108.8919222,2e-06,0.01
,,-0.011000000000000001,-0.0206,-0.0342,-0.019420000000000003,0.00255,0.0039000000000000003,108.8919222,2e-06,0.01
