0,1,Velocidad E (m/s),Velocidad N (m/s),Velocidad U (m/s),Aceleración X (g),Aceleración Y (g),Aceleración Z (g),Posición longitud (deg),Posición latitud (deg),Posición altitud (m)
Fecha,06_12_2022,,,,,,,,,
Hora de inicio,12_49_06,,,,,,,,,
Hora de finalización,12_50_16,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0376,-0.008700000000000001,0.0038,-0.16807000000000002,0.00255,0.0038200000000000005,108.8919239,34.2489284,994.8000000000001
,,0.0376,-0.008700000000000001,0.0038,-0.17028000000000001,-0.11666000000000001,0.9779300000000001,108.8919239,34.2489284,994.8000000000001
,,0.0376,-0.008700000000000001,0.0038,-0.16653,-0.11565,0.9811300000000001,108.8919239,34.2489284,994.8000000000001
,,0.0376,-0.008700000000000001,0.0038,-0.16362000000000002,-0.11604,0.0038200000000000005,108.8919239,34.2489284,994.8000000000001
,,0.0376,-0.008700000000000001,0.0038,-0.1638,0.00255,0.0038100000000000005,108.8919239,34.2489284,994.8000000000001
,,0.0376,-0.008700000000000001,0.0038,-0.21036000000000002,0.00255,0.0034900000000000005,108.8919239,34.2489284,994.8000000000001
,,0.0376,-0.008700000000000001,0.0038,-0.17233,0.00255,0.00386,108.8919239,34.2489284,994.8000000000001
,,0.0376,-0.008700000000000001,0.0038,-0.17241,0.00255,0.0037300000000000002,108.8919239,34.2489284,994.8000000000001
,,0.0376,-0.008700000000000001,0.0038,-0.16440000000000002,0.00255,0.0038300000000000005,108.8919239,34.2489284,994.8000000000001
,,0.0376,-0.008700000000000001,0.0038,-0.16360000000000002,-0.11140000000000001,0.9819700000000001,108.8919239,34.2489284,994.8000000000001
,,0.037000000000000005,-0.0074,0.0031000000000000003,-0.16863,-0.11769,0.97696,108.8919239,34.2489284,0.01
,,0.037000000000000005,-0.0074,0.0031000000000000003,-0.16247,-0.12252,0.0038300000000000005,108.8919239,34.2489284,0.01
,,0.037000000000000005,-0.0074,0.0031000000000000003,-0.16731000000000001,0.00255,0.0038200000000000005,108.8919239,34.2489284,0.01
