0,1,Velocidad E (m/s),Velocidad N (m/s),Velocidad U (m/s),Aceleración X (g),Aceleración Y (g),Aceleración Z (g),Posición longitud (deg),Posición latitud (deg),Posición altitud (m)
Fecha,06_12_2022,,,,,,,,,
Hora de inicio,12_26_17,,,,,,,,,
Hora de finalización,12_26_23,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0105,0.031200000000000002,0.0224,-0.18039000000000002,-0.11106,0.9740400000000001,108.891915,34.2489364,990.72
,,0.0109,0.031400000000000004,0.022500000000000003,-0.18533000000000002,-0.10592000000000001,0.97169,108.891915,34.2489364,990.72
,,0.0115,0.032100000000000004,0.0221,-0.18134,-0.11472,0.9746500000000001,108.891915,34.2489364,0.01
,,0.011600000000000001,0.0322,0.0224,-0.18139000000000002,-0.11077000000000001,0.9764600000000001,108.891915,2e-06,0.01
,,0.0,0.0322,0.0222,-0.18081000000000003,-0.11133000000000001,0.97389,6.4e-06,34.2489364,0.01
,,0.0,0.0318,0.0224,-0.17853000000000002,-0.11017,0.97318,6.4e-06,34.2489364,990.72
,,0.012100000000000001,0.0315,0.022600000000000002,-0.18238000000000001,-0.11140000000000001,0.0038000000000000004,108.891915,2e-06,990.72
,,0.013000000000000001,0.031400000000000004,0.0218,-0.18027,-0.11071,0.9734700000000001,108.89191509999999,34.2489364,990.72
,,0.0,0.0318,0.0221,-0.1839,-0.11162000000000001,0.97274,108.89191509999999,34.2489364,990.72
,,0.0,0.0317,0.0217,-0.18444000000000002,-0.10942,0.9768100000000001,6.4e-06,34.2489364,0.01
,,0.013300000000000001,0.0324,0.0213,-0.18539000000000003,-0.10645,0.9759000000000001,108.89191509999999,34.2489364,990.72
,,0.013600000000000001,0.032600000000000004,0.0217,-0.18457,-0.11259000000000001,0.9742100000000001,108.89191509999999,2e-06,990.72
,,0.0142,0.0329,0.0223,-0.17483,-0.10269,0.96196,108.89191509999999,34.2489364,990.72
,,0.013000000000000001,0.0316,0.0222,-0.19194000000000003,-0.10831,0.9831000000000001,108.89191509999999,34.2489364,990.72
,,0.0142,0.0337,0.022000000000000002,-0.17771,0.00255,0.9744700000000001,108.89191509999999,34.2489364,990.72
,,0.0142,0.032600000000000004,0.0221,-0.18501,0.00255,0.9716500000000001,108.89191509999999,34.2489364,990.73
,,0.0145,0.0333,0.0222,-0.17863,0.00255,0.0037900000000000004,108.89191509999999,2e-06,990.73
,,0.0146,0.0327,0.021400000000000002,-0.18377000000000002,-0.11141000000000001,0.97284,108.89191509999999,2e-06,990.73
,,0.014100000000000001,0.032600000000000004,0.0217,-0.17744000000000001,-0.11047000000000001,0.9748600000000001,108.89191509999999,34.2489364,990.73
,,0.0151,0.032100000000000004,0.0217,-0.18345,-0.10950000000000001,0.9694300000000001,108.89191509999999,34.2489364,990.73
,,0.0143,0.0325,0.0212,-0.17682,-0.11404,0.97579,108.89191509999999,34.2489364,0.01
,,0.014400000000000001,0.0325,0.020900000000000002,-0.18272000000000002,0.00255,0.9729200000000001,108.89191509999999,34.2489364,990.73
,,0.014400000000000001,0.0325,0.021,-0.18209,-0.11038,0.97257,108.89191509999999,34.2489364,990.73
,,0.0143,0.0327,0.0213,-0.18669000000000002,-0.11016000000000001,0.9742500000000001,6.4e-06,34.2489364,0.01
,,0.014700000000000001,0.0325,0.0207,-0.17929,-0.11533000000000002,0.97706,6.4e-06,34.2489364,0.01
,,0.014700000000000001,0.0325,0.0206,-0.18445,-0.11213000000000001,0.9751400000000001,108.89191509999999,2e-06,990.73
,,0.014400000000000001,0.032,0.020800000000000003,-0.1826,-0.10973000000000001,0.9729500000000001,108.89191509999999,34.2489364,990.73
,,0.014400000000000001,0.031900000000000005,0.0206,-0.18267000000000003,-0.10941000000000001,0.9761400000000001,108.89191509999999,34.2489364,990.73
