0,1,Velocidad E (m/s),Velocidad N (m/s),Velocidad U (m/s),Aceleración X (g),Aceleración Y (g),Aceleración Z (g),Posición longitud (deg),Posición latitud (deg),Posición altitud (m)
Fecha,06_12_2022,,,,,,,,,
Hora de inicio,12_45_56,,,,,,,,,
Hora de finalización,12_47_59,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0046,-0.0088,0.0002,-0.16637000000000002,-0.12056000000000001,0.97618,108.8919232,34.2489285,994.25
,,0.0048000000000000004,-0.0094,0.0001,-0.16412000000000002,-0.11414,0.9766100000000001,108.8919232,34.2489285,994.25
,,0.0046,-0.009300000000000001,0.0002,-0.16514,-0.12153000000000001,0.9758200000000001,108.8919232,34.2489285,994.25
,,0.005200000000000001,-0.0094,0.0,-0.16774,-0.11425,0.9803100000000001,108.8919232,34.2489285,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.17022,0.00255,0.97657,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16767,0.00255,0.0038300000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.17161,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16424000000000002,0.00255,0.0038000000000000004,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.1683,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16710000000000003,0.00255,0.0038000000000000004,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16141000000000003,-0.11754,0.9775300000000001,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16468000000000002,-0.1154,0.9757000000000001,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16172,-0.11755000000000002,0.9791300000000001,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16535000000000002,-0.11203,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16655,0.00255,0.0038300000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16391,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16467,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16670000000000001,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.1685,0.00255,0.0038000000000000004,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16622,-0.11830000000000002,0.9782000000000001,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16731000000000001,-0.11061000000000001,0.9829700000000001,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16776000000000002,-0.11659000000000001,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16724000000000003,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.17008,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16625,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16707000000000002,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16589,0.00255,0.0038000000000000004,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16860000000000003,-0.11806000000000001,0.9787300000000001,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16767,-0.11826,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16383,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16304000000000002,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.17347,0.00255,0.0037900000000000004,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.164,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16659000000000002,0.00255,0.0038000000000000004,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16617,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16592,-0.11848000000000002,0.9761000000000001,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16552,-0.11577000000000001,0.9814,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16702,-0.11726,0.0038000000000000004,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.1698,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16832000000000003,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16286,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16457000000000002,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16693000000000002,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16464,-0.11767000000000001,0.9772900000000001,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16820000000000002,-0.11386,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16527,0.00255,0.0038300000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16381,0.00255,0.0038000000000000004,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16914,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16710000000000003,0.00255,0.0038000000000000004,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16133,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16896000000000003,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.17033,-0.11801,0.9738000000000001,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16787000000000002,-0.11315000000000001,0.9747300000000001,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16622,-0.11328,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16512000000000002,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16391,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.1675,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16792,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.1647,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16378,-0.12106000000000001,0.9716400000000001,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16954000000000002,-0.11463000000000001,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16263000000000002,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16594,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16161,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16537000000000002,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16143000000000002,0.00255,0.0038000000000000004,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16788,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16659000000000002,-0.11863000000000001,0.9757300000000001,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16827,-0.11366000000000001,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16486,0.00255,0.0038000000000000004,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16902,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16548000000000002,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16574000000000003,0.00255,0.0038000000000000004,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.17167000000000002,0.00255,0.0037700000000000003,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16423000000000001,0.00255,0.00385,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16658,-0.11736,0.9789500000000001,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16442,-0.11397000000000002,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16945000000000002,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16288000000000002,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16701000000000002,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16544,0.00255,0.0038300000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.17215000000000003,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16442,0.00255,0.0038200000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16712000000000002,-0.11846000000000001,0.97279,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16083,-0.11838000000000001,0.9792200000000001,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16531,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16311,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16552,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
,,0.0045000000000000005,-0.0086,-0.0005,-0.16564,0.00255,0.0038100000000000005,108.8919232,2e-06,994.25
