0,1,Velocidad E (m/s),Velocidad N (m/s),Velocidad U (m/s),Aceleración X (g),Aceleración Y (g),Aceleración Z (g),Pitch (°),Roll Y (°),Yaw (°),Posición longitud (deg),Posición latitud (deg),Posición altitud (m)
Fecha,16_12_2022,,,,,,,,,,,,
Hora de inicio,18_34_49,,,,,,,,,,,,
Hora de finalización,18_37_23,,,,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,-0.0043,-0.004,-0.0109,0.00489,-0.01225,0.99611,-0.0199,-0.0199,-0.0199,-76.53119559999999,3.3765650999999997,994.58
,,-0.004,-0.003,-0.0115,0.011240000000000002,-0.01523,0.9943200000000001,0.031900000000000005,0.031900000000000005,0.031900000000000005,-76.53119559999999,3.3765650999999997,994.58
,,-0.004200000000000001,-0.0026000000000000003,-0.0109,0.006300000000000001,-0.00956,0.9946900000000001,-0.0043,-0.0043,-0.0043,-76.53119559999999,3.3765650999999997,994.57
,,-0.0047,-0.0025,-0.0108,0.0076100000000000004,-0.013290000000000001,0.99516,0.0281,0.0281,0.0281,-76.53119559999999,3.3765652,994.57
,,-0.0039000000000000003,-0.0027,-0.0103,0.008490000000000001,-0.014740000000000001,0.9993400000000001,0.017,0.017,0.017,-76.53119559999999,3.3765652,994.57
,,-0.0023,-0.0027,-0.0097,0.010440000000000001,-0.013500000000000002,0.9977900000000001,0.0263,0.0263,0.0263,-76.53119559999999,3.3765652,994.5600000000001
,,-0.004,-0.0022,-0.008700000000000001,0.0022500000000000003,-0.014900000000000002,0.9927400000000001,0.032,0.032,0.032,-76.53119559999999,3.3765652,994.5600000000001
,,-0.0054,-0.0017000000000000001,-0.0091,0.01094,-0.011890000000000001,0.9960200000000001,0.0204,0.0204,0.0204,-76.53119559999999,3.3765652999999998,994.5500000000001
,,-0.0053,0.0002,-0.0067,0.006670000000000001,-0.014,0.99814,-0.0268,-0.0268,-0.0268,-76.53119559999999,3.3765652999999998,994.5500000000001
,,-0.0032,0.0,-0.0053,0.00945,-0.011600000000000001,0.9974000000000001,-0.0128,-0.0128,-0.0128,-76.53119559999999,3.3765652999999998,994.5500000000001
,,-0.0034000000000000002,0.0004,-0.004,0.00353,-0.014270000000000001,1.0,0.0325,0.0325,0.0325,-76.53119559999999,3.3765652999999998,994.5500000000001
,,-0.0049,0.0019,-0.0019,0.006810000000000001,-0.01519,0.9957100000000001,-0.031200000000000002,-0.031200000000000002,-0.031200000000000002,-76.5311957,3.3765654,994.5400000000001
,,-0.0022,0.0027,-0.0008,0.013090000000000001,-0.012600000000000002,0.9953200000000001,-0.019200000000000002,-0.019200000000000002,-0.019200000000000002,-76.5311957,3.3765654,994.5400000000001
,,0.0,0.0022,-0.0017000000000000001,0.0056500000000000005,-0.01271,0.9956800000000001,0.0621,0.0621,0.0621,-76.5311957,3.3765654,994.5400000000001
,,-0.0019,0.0038,-0.0023,0.0037,-0.0111,0.9971800000000001,0.0059,0.0059,0.0059,-76.5311957,3.3765655,994.5400000000001
,,-0.0027,0.0035,-0.0023,0.00969,-0.01753,0.9987300000000001,0.0088,0.0088,0.0088,-76.5311957,3.3765655,994.53
,,0.0,0.0034000000000000002,-0.0022,0.0076500000000000005,-0.01026,1.00237,0.0505,0.0505,0.0505,-76.5311957,3.3765655,994.53
,,0.0017000000000000001,0.0051,-0.0016,0.009170000000000001,-0.012,0.99672,-0.0149,-0.0149,-0.0149,-76.5311957,3.3765655,994.53
,,0.0002,0.0039000000000000003,-0.0024000000000000002,0.0076100000000000004,-0.01582,0.9952200000000001,0.0805,0.0805,0.0805,-76.5311957,3.3765655999999997,994.53
,,-0.0016,0.0043,-0.0013000000000000002,0.01068,-0.011120000000000001,0.99626,0.0267,0.0267,0.0267,-76.5311957,3.3765655999999997,994.53
,,0.0008,0.0054,-0.0022,0.01132,-0.009470000000000001,0.9949600000000001,0.0415,0.0415,0.0415,-76.5311957,3.3765655999999997,994.53
,,0.0019,0.0049,-0.0025,0.0071,-0.01828,0.99743,0.058,0.058,0.058,-76.53119579999999,3.3765655999999997,994.53
,,-0.0005,0.0029000000000000002,-0.002,0.0048200000000000005,-0.01127,0.99848,0.0212,0.0212,0.0212,-76.53119579999999,3.3765655999999997,994.53
,,-0.0021000000000000003,0.0026000000000000003,-0.0024000000000000002,0.0073100000000000005,-0.014730000000000002,0.9937100000000001,0.0685,0.0685,0.0685,-76.53119579999999,3.3765655999999997,994.53
,,-0.0019,0.0013000000000000002,-0.0015,0.008960000000000001,-0.01454,1.00025,0.0041,0.0041,0.0041,-76.53119579999999,3.3765655999999997,994.53
,,-0.0017000000000000001,0.0012000000000000001,-0.0008,0.0041400000000000005,-0.012960000000000001,0.9956300000000001,0.0039000000000000003,0.0039000000000000003,0.0039000000000000003,-76.5311959,3.3765655999999997,994.53
,,-0.0039000000000000003,0.004200000000000001,-0.0002,0.004540000000000001,-0.00159,0.9957800000000001,0.165,0.165,0.165,-76.5311959,3.3765655999999997,994.53
,,-0.0051,0.0223,-0.0023,0.006200000000000001,0.01819,0.9916200000000001,0.2665,0.2665,0.2665,-76.5311959,3.3765655999999997,994.53
,,-0.0047,0.062,-0.0036000000000000003,0.010390000000000002,0.02697,0.99516,0.4617,0.4617,0.4617,-76.531196,3.3765657,994.53
,,-0.005,0.10980000000000001,-0.0016,0.007200000000000001,0.03701,1.00269,0.1625,0.1625,0.1625,-76.531196,3.3765658,994.53
,,-0.0057,0.1621,0.006200000000000001,0.01106,0.028130000000000002,1.00058,0.0436,0.0436,0.0436,-76.531196,3.3765658999999997,994.53
,,-0.0054,0.2054,0.0056,0.0071200000000000005,0.025840000000000002,0.99404,-0.14650000000000002,-0.14650000000000002,-0.14650000000000002,-76.531196,3.3765661,994.53
,,-0.006200000000000001,0.2422,0.007,0.007150000000000001,0.02755,1.0007000000000001,-0.0194,-0.0194,-0.0194,-76.5311961,3.3765663,994.53
,,-0.007500000000000001,0.2949,0.008,0.00826,0.03334,1.00218,0.014100000000000001,0.014100000000000001,0.014100000000000001,-76.5311961,3.3765666,994.53
,,-0.0068000000000000005,0.34850000000000003,0.0083,0.011300000000000001,0.04469,0.9993900000000001,0.0762,0.0762,0.0762,-76.5311961,3.3765669,994.53
,,-0.005200000000000001,0.4101,0.006900000000000001,0.00651,0.05562,0.99726,-0.1114,-0.1114,-0.1114,-76.5311961,3.3765673,994.53
,,-0.0045000000000000005,0.48750000000000004,0.0117,0.00822,0.06372,0.99916,0.4545,0.4545,0.4545,-76.5311961,3.3765677,994.53
,,0.001,0.5806,0.011600000000000001,0.0032,0.053630000000000004,0.99987,0.19990000000000002,0.19990000000000002,0.19990000000000002,-76.5311961,3.3765682999999997,994.53
,,0.0008,0.6303000000000001,0.021,0.01046,0.0316,1.0041,-0.1423,-0.1423,-0.1423,-76.5311961,3.3765688999999997,994.53
,,0.0028,0.6744,0.0253,0.00231,0.039760000000000004,0.9884900000000001,0.17550000000000002,0.17550000000000002,0.17550000000000002,-76.5311961,3.3765693999999997,994.5400000000001
,,0.0009000000000000001,0.7234,0.0171,0.005860000000000001,0.0373,0.9886400000000001,-0.1807,-0.1807,-0.1807,-76.5311961,3.3765701,994.5400000000001
,,0.0043,0.7705000000000001,0.023200000000000002,0.00843,0.040510000000000004,1.00522,0.23700000000000002,0.23700000000000002,0.23700000000000002,-76.5311962,3.3765707999999997,994.5400000000001
,,0.005200000000000001,0.8184,0.0218,0.01366,0.03724,0.99406,0.037000000000000005,0.037000000000000005,0.037000000000000005,-76.5311962,3.3765715,994.5400000000001
,,0.0035,0.8618,0.0218,0.0036200000000000004,0.02874,1.00014,0.18430000000000002,0.18430000000000002,0.18430000000000002,-76.5311962,3.3765723,994.5400000000001
,,0.0,0.9041,0.022000000000000002,0.008530000000000001,0.041710000000000004,0.9968500000000001,-0.0568,-0.0568,-0.0568,-76.53119629999999,3.3765731999999997,994.5400000000001
,,-0.0001,0.9709000000000001,0.0171,0.0165,0.09790000000000001,1.00005,0.547,0.547,0.547,-76.53119629999999,3.3765739999999997,994.5400000000001
,,0.008400000000000001,1.0606,0.0095,0.02145,0.048900000000000006,1.0078900000000002,-0.0471,-0.0471,-0.0471,-76.5311964,3.3765750999999997,994.53
,,0.0128,1.1143,0.0159,0.010050000000000002,0.05462,1.01078,-0.2671,-0.2671,-0.2671,-76.5311964,3.376576,994.53
,,0.0108,1.1917,0.011300000000000001,0.00436,0.061180000000000005,0.98916,-0.13340000000000002,-0.13340000000000002,-0.13340000000000002,-76.5311965,3.3765772,994.52
,,0.0057,1.2656,0.0009000000000000001,0.0019600000000000004,0.07562,0.99387,0.40950000000000003,0.40950000000000003,0.40950000000000003,-76.5311965,3.3765783999999996,994.52
,,0.0004,1.3391,0.0007,0.00286,0.07254000000000001,1.00325,0.4354,0.4354,0.4354,-76.5311965,3.3765796,994.5
,,-0.0001,1.4237,-0.0054,0.014570000000000001,0.07209,1.00186,-0.2384,-0.2384,-0.2384,-76.5311965,3.3765810999999997,994.49
,,0.002,1.493,0.0092,0.00875,0.06312000000000001,1.01242,0.20720000000000002,0.20720000000000002,0.20720000000000002,-76.5311965,3.3765825,994.48
,,0.0014,1.5536,0.0067,0.65534,0.07325000000000001,0.9878300000000001,0.058,0.058,0.058,-76.5311965,3.3765837,994.48
,,-0.0037,1.6415000000000002,-0.0001,0.0034500000000000004,0.08083000000000001,0.98306,-0.39730000000000004,-0.39730000000000004,-0.39730000000000004,-76.5311964,3.3765853999999997,994.47
,,-0.0025,1.7344000000000002,-0.0032,0.010490000000000001,0.09837000000000001,0.97191,-0.1342,-0.1342,-0.1342,-76.5311964,3.3765872999999997,994.46
,,0.001,1.8036,-0.0118,0.022260000000000002,0.06608,1.0228300000000001,-0.4899,-0.4899,-0.4899,-76.53119629999999,3.3765886999999997,994.46
,,0.0108,1.8879000000000001,0.008,0.010280000000000001,0.07837000000000001,0.9997100000000001,-0.25570000000000004,-0.25570000000000004,-0.25570000000000004,-76.53119629999999,3.3765905,994.45
,,-0.0015,1.9622000000000002,0.017,-0.00738,0.07939,1.0016800000000001,-0.12710000000000002,-0.12710000000000002,-0.12710000000000002,-76.5311962,3.3765923,994.44
,,-0.0063,2.003,0.0152,0.00304,0.06022,0.9918500000000001,-0.3148,-0.3148,-0.3148,-76.5311962,3.3765934,994.44
,,-0.0063,2.1041000000000003,0.0019,0.01033,0.053320000000000006,1.0107000000000002,-0.252,-0.252,-0.252,-76.5311961,3.3765962999999997,994.4300000000001
,,0.0004,2.1593,0.0037,0.02875,0.058100000000000006,1.0027300000000001,0.2806,0.2806,0.2806,-76.531196,3.376598,994.4200000000001
,,0.017,2.2156000000000002,0.009600000000000001,0.01627,0.06131,1.00998,-0.036000000000000004,-0.036000000000000004,-0.036000000000000004,-76.531196,3.3766000999999997,994.41
,,0.0074,2.2652,0.0182,-0.00939,0.04773,0.9858300000000001,0.1107,0.1107,0.1107,-76.5311959,3.3766023,994.41
,,0.0,2.3103000000000002,0.01,-0.0008900000000000001,0.052910000000000006,0.9858500000000001,-0.3507,-0.3507,-0.3507,-76.53119579999999,3.3766045,994.41
,,0.0037,2.3696,0.007500000000000001,0.0111,0.07225000000000001,0.9620000000000001,0.5706,0.5706,0.5706,-76.5311957,3.3766070999999998,994.4
,,0.017,2.4141,-0.0047,0.02689,0.030560000000000004,0.98243,0.49770000000000003,0.49770000000000003,0.49770000000000003,-76.53119559999999,3.3766094,994.4
,,0.018500000000000003,2.4513000000000003,0.018600000000000002,-0.01026,0.04023,1.0418800000000001,0.225,0.225,0.225,-76.5311955,3.3766116999999998,994.4
,,0.015600000000000001,2.4988,0.033,-0.01081,0.0356,0.9812600000000001,-0.441,-0.441,-0.441,-76.5311954,3.3766144999999996,994.41
,,0.019200000000000002,2.5416000000000003,0.0307,0.01098,0.048010000000000004,0.9929700000000001,-0.2189,-0.2189,-0.2189,-76.5311953,3.3766171,994.41
,,0.0327,2.5716,0.031200000000000002,0.0021100000000000003,0.03681,0.9882400000000001,-0.3718,-0.3718,-0.3718,-76.5311952,3.3766189,994.4200000000001
,,0.0337,2.6244,0.0381,-0.015600000000000001,0.02321,1.0124300000000002,-0.28950000000000004,-0.28950000000000004,-0.28950000000000004,-76.531195,3.3766222,994.4300000000001
,,0.035500000000000004,2.6458,0.053500000000000006,0.00321,-0.01272,1.0072,-0.2717,-0.2717,-0.2717,-76.531195,3.3766246,994.45
,,0.027,2.6635,0.0674,-0.01912,0.02203,0.98633,-0.11960000000000001,-0.11960000000000001,-0.11960000000000001,-76.53119509999999,3.3766273,994.47
,,0.0261,2.6781,0.061900000000000004,0.0031100000000000004,0.022860000000000002,1.0215100000000001,-0.47750000000000004,-0.47750000000000004,-0.47750000000000004,-76.53119509999999,3.3766297,994.48
,,0.0328,2.7015000000000002,0.08990000000000001,0.00975,-0.009880000000000002,1.02401,-0.0974,-0.0974,-0.0974,-76.53119509999999,3.3766327,994.51
,,0.0346,2.7305,0.11080000000000001,-0.005050000000000001,0.00495,0.9945800000000001,1.3027,1.3027,1.3027,-76.53119509999999,3.3766357,994.53
,,0.046400000000000004,2.7681,0.09960000000000001,0.0007000000000000001,0.044090000000000004,0.9781400000000001,0.5426,0.5426,0.5426,-76.53119509999999,3.376639,994.57
,,0.041800000000000004,2.7996000000000003,0.1046,-0.01609,0.040490000000000005,0.9803900000000001,0.605,0.605,0.605,-76.531195,3.3766414,994.59
,,0.0393,2.839,0.10110000000000001,-0.0009800000000000002,0.024100000000000003,0.99355,-0.7054,-0.7054,-0.7054,-76.531195,3.3766442999999997,994.62
,,0.044000000000000004,2.8819000000000004,0.11420000000000001,0.00256,0.01589,1.00693,-0.9652000000000001,-0.9652000000000001,-0.9652000000000001,-76.5311949,3.3766475999999996,994.65
,,0.0487,2.9128000000000003,0.1246,-0.00969,0.02228,1.00603,0.48710000000000003,0.48710000000000003,0.48710000000000003,-76.5311949,3.3766502,994.6700000000001
